Collection,Full_Label,powder_level,Host genus,Host species
JEJ,P121064,low,Tangara,schrankii
JEJ,P121135,low,Phlegopsis,nigromaculata
JEJ,P121354,low,Arremon,taciturnus
JEJ,P121399,low,Xiphorhynchus,elegans
JEJ,P121417,low,Arremon,taciturnus
JEJ,P121426,low,Habia,rubica
JEJ,P121430,low,Arremon,taciturnus
JEJ,P121467,low,Thamnophilus,schistaceus
JEJ,P121508,low,Oneillornis,salvini
JEJ,P121511,low,Myiobius,barbatus
JEJ,P121575,low,Tangara,schrankii
JEJ,P121580,low,Terenotriccus,erythrurus
JEJ,P121593,low,Myrmotherula,longipennis
JEJ,P121775,low,Phaethornis,koepckeae
JEJ,P121756,low,Arremon,taciturnus
JEJ,P121798,low,Thamnophilus,schistaceus
JEJ,P130002,low,Rhytipterna,simplex
JEJ,P130003,low,Oneillornis,salvini
JEJ,P130060,low,Thamnophilus,schistaceus
JEJ,P130298,med,Oneillornis,salvini
JEJ,P130269,med,Arremon,taciturnus
JEJ,P130182,low,Oneillornis,salvini
JEJ,P130067,low,Thamnophilus,schistaceus
JEJ,P130131,low,Arremon,taciturnus
JEJ,P130155,low,Oneillornis,salvini
JEJ,P130180,low,Oneillornis,salvini
JEJ,SP121342,low,Myrmotherula,schisticolor
JEJ,SP121402,low,Myiothlypis,coronata
JEJ,SP121325,low,Cyphorhinus,thoracicus
JEJ,P130335,low,Sciaphylax,hemimelaena
JEJ,P130332,low,Deconychura,longicauda
JEJ,P130334,med,Rhytipterna,simplex
JEJ,P130351,med,Arremon,taciturnus
JEJ,P130353,low,Automolus,ochrolaemus
JEJ,P130443,med,Phlegopsis,nigromaculata
JEJ,P130355,low,Terenotriccus,erythrurus
JEJ,P130392,high,Deconychura,longicauda
JEJ,P130803,high,Ramphotrigon,fuscicauda
JEJ,P130887,low,Sciaphylax,hemimelaena
JEJ,SP110004,high,Trichothraupis,melanops
JEJ,SP110009,low,Myiothlypis,coronata
JEJ,SP110017,high,Myiothlypis,coronata
JEJ,SP110027,low,Thripadectes,melanorhynchus
JEJ,SP110036,low,Trichothraupis,melanops
JEJ,SP110039,low,Thripadectes,melanorhynchus
JEJ,SP110038,low,Trichothraupis,melanops
JEJ,SP110048,low,Thripadectes,melanorhynchus
JEJ,SP110069,low,Thripadectes,melanorhynchus
JEJ,SP110094,high,Cyphorhinus,thoracicus
JEJ,SP110041,low,Myiothlypis,coronata
JEJ,SP110042,low,Cyphorhinus,thoracicus
JEJ,SP110047,low,Thripadectes,melanorhynchus
JEJ,SP110126,low,Cyphorhinus,thoracicus
JEJ,SP110143,low,Myiothlypis,coronata
JEJ,SP110320,low,Trichothraupis,melanops
JEJ,SP120030,med,Myiothlypis,bivittata
JEJ,SP110159,high,Myiothlypis,bivittata
JEJ,SP110367,med,Thripadectes,melanorhynchus
JEJ,SP120057,low,Myiothlypis,coronata
JEJ,SP120065,low,Lophotriccus,pileatus
JEJ,SP120080,low,Myiothlypis,coronata
JEJ,SP120061,low,Thripadectes,melanorhynchus
JEJ,SP120062,low,Trichothraupis,melanops
JEJ,SP120660,low,Myiothlypis,bivittata
JEJ,SP120670,low,Trichothraupis,melanops
JEJ,SP120675,low,Lophotriccus,pileatus
JEJ,SP120809,low,Myiothlypis,bivittata
JEJ,SP120778,low,Myiothlypis,coronata
JEJ,SP120054,none,Myiothlypis,coronata
JEJ,SP120764,low,Trichothraupis,melanops
JEJ,SP120874,low,Myrmotherula,longicauda
JEJ,SP120859,low,Myiothlypis,bivittata
JEJ,SP120772,low,Lophotriccus,pileatus
JEJ,SP120894,low,Myiothlypis,coronata
JEJ,SP121000,low,Myiothlypis,coronata
JEJ,SP120954,low,Thripadectes,melanorhynchus
JEJ,SP121001,low,Cyphorhinus,thoracicus
JEJ,SP120943,low,Myiothlypis,coronata
JEJ,SP121002,low,Thripadectes,melanorhynchus
JEJ,SP121019,low,Thripadectes,melanorhynchus
JEJ,SP121022,low,Trichothraupis,melanops
JEJ,SP121025,low,Cyphorhinus,thoracicus
JEJ,SP121031,low,Cyphorhinus,thoracicus
JEJ,SP121046,low,Thripadectes,melanorhynchus
JEJ,SP121057,low,Cyphorhinus,thoracicus
JEJ,SP121059,none,Cyphorhinus,thoracicus
JEJ,SP121064,med,Cyphorhinus,thoracicus
JEJ,SP121065,low,Cyphorhinus,thoracicus
JEJ,SP121066,low,Cyphorhinus,thoracicus
JEJ,SP121077,low,Myiothlypis,bivittata
JEJ,SP121079,low,Myiothlypis,bivittata
JEJ,SP121090,low,Thripadectes,melanorhynchus
JEJ,SP121098,low,Thripadectes,melanorhynchus
JEJ,SP121117,low,Myiothlypis,bivittata
JEJ,SP121163,low,Thripadectes,melanorhynchus
JEJ,SP121172,low,Lophotriccus,pileatus
JEJ,SP121216,low,Myrmotherula,schisticolor
JEJ,SP121185,med,Myrmotherula,schisticolor
JEJ,SP121210,med,Myiothlypis,bivittata
JEJ,SP121223,low,Myiothlypis,bivittata
JEJ,SP121226,low,Myrmotherula,longicauda
JEJ,SP121273,low,Cyphorhinus,thoracicus
JEJ,SP121292,low,Myiothlypis,bivittata
JEJ,P116148,med,Mionectes,oleagineus
JEJ,P116149,low,Myrmoborus,myotherinus
JEJ,P116155,med,Percnostola,fortis
JEJ,P116167,low,Mionectes,oleagineus
JEJ,P116171,low,Ceratopipra ,chloromeros
JEJ,P116177,low,Lepidothrix,coronata
JEJ,P116183,low,Mionectes,olivaceus
JEJ,P116186,low,Mionectes,olivaceus
JEJ,P116220,high,Rhegmatorhina,melanosticta
JEJ,P116221,low,Rhegmatorhina,melanosticta
JEJ,P116222,med,Rhegmatorhina,melanosticta
JEJ,P116223,low,Thalurania,furcata
JEJ,P116218,med,Rhegmatorhina,melanosticta
JEJ,P116233,low,Mionectes,olivaceus
JEJ,P116441,low,Mionectes,olivaceus
JEJ,P116443,low,Cyanoloxia,cyanoides
JEJ,P116485,low,Mionectes,olivaceus
JEJ,P116487,med,Mionectes,olivaceus
JEJ,P116489,med,Mionectes,olivaceus
JEJ,P120616,low,Ancistrops,strigilatus
JEJ,P120704,low,Mionectes,striaticollis
JEJ,P120844A,med,Cyanoloxia,cyanoides
JEJ,P121028,high,Ancistrops,strigilatus
JEJ,P121441,low,Cyanoloxia,cyanoides
JEJ,P130185,low,Cyanoloxia,cyanoides
JEJ,P130219,low,Cyanoloxia,cyanoides
JEJ,P130491,low,Rhegmatorhina,melanosticta
JEJ,SP110010,high,Sphenopsis,melanotis
JEJ,SP110011,high,Sphenopsis,melanotis
JEJ,P130372,med,Mionectes,olivaceus
JEJ,SP110028,med,Sphenopsis,melanotis
JEJ,SP110124,med,Sphenopsis,melanotis
JEJ,SP110164,med,Sporophila,nigricollis
JEJ,SP110196,low,Sporophila,nigricollis
JEJ,SP110197,low,Sporophila,nigricollis
JEJ,SP120055,low,Sphenopsis,melanotis
JEJ,SP120070,low,Diglossa,glauca
JEJ,SP121054,low,Ammodramus,aurifrons
JEJ,SP121051,low,Xiphorhynchus,triangularis
JEJ,SP121114,med,Mionectes,olivaceus
JEJ,SP121171,low,Mionectes,olivaceus
JEJ,SP121215,med,Sphenopsis,melanotis
JEJ,SP121239,low,Mionectes,olivaceus
JEJ,SP121313,low,Cyanerpes,caeruleus
JEJ,SP121331,low,Cyanerpes,caeruleus
JEJ,SP121361,med,Sphenopsis,melanotis
JEJ,SP13113,med,Sphenopsis,melanotis
JEJ,SP13248,low,Ammodramus,aurifrons
JEJ,TL120053,low,Anisognathus,somptuosus
JEJ,TL120055,low,Anisognathus,somptuosus
JEJ,TL120056,low,Sphenopsis,melanotis
JEJ,TL120060,med,Iridosornis,analis
JEJ,TL120062,med,Iridosornis,analis
JEJ,TU120049,med,Buthraupis,montana
JEJ,TU120050,low,Buthraupis,montana
JEJ,TU120059,low,Sphenopsis,melanotis
JEJ,VC120088,med,Mionectes,olivaceus
JEJ,VC120089,high,Mionectes,olivaceus
JEJ,VC120108,low,Mionectes,olivaceus
JEJ,W120322,med,Sporathraupis ,cyanocephala
JEJ,W120483,med,Buthraupis,montana
JEJ,W120518,med,Sporathraupis ,cyanocephala
JEJ,W120525,med,Sporathraupis ,cyanocephala
JEJ,W120530,low,Sporathraupis ,cyanocephala
JEJ,W120691,med,Dubusia,taeniata
JEJ,W120715,med,Haplospiza,rustica
JEJ,W120826,med,Haplospiza,rustica
JEJ,W120876,med,Sporathraupis ,cyanocephala
JEJ,W130188,low,Sporathraupis ,cyanocephala
JEJ,W130234,med,Buthraupis,montana
JEJ,W130515,low,Haplospiza,rustica
JEJ,W130566,low,Sporathraupis ,cyanocephala
JEJ,W130559,low,Sporathraupis ,cyanocephala
JEJ,W130603,med,Sporathraupis ,cyanocephala
JEJ,W130623,low,Sporathraupis ,cyanocephala
JEJ,W130648,med,Sporathraupis ,cyanocephala
JEJ,W130654,high,Sporathraupis ,cyanocephala
JEJ,W130814,low,Haplospiza,rustica
JEJ,W130850,low,Haplospiza,rustica
