,species_from_detections,species_taxonomy_SACC_2021,n,species,species_jetz,notes_taxonomy.x.x,WJSpecID,TipLabel,PatchClade,Hackett_FineClades,Hackett_CoarseClades,English,FileName,X2010.IUCN.Red.List.category,Taxo,BLFamilyLatin,BLFamilyEnglish,FamSequID,IOCOrder,PassNonPass,OscSubOsc,n.y,notes_taxonomy.x.y,missmatches,status,X
217,Vireo leucophrys,Vireo leucophrys,25,Vireo leucophrys,Vireo leucophrys,NA,7804,Vireo_leucophrys,CC3,"Vireos, Allies","Cuckoo-Shrikes, Helmetshrikes, Shrike-Flycatchers, Vangas, Whipbirds, Shrike-Thrushes, Whistlers, Shrikes, Monarchs, Vireos, Orioles, Drongos, Fantails, Birds Of Paradise, Crows, Jays, Allies",Brown-capped Vireo,bow07804,LC,BL3,Vireonidae,Vireos and allies,141,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,include,
218,Tangara chrysotis,Tangara chrysotis,8,Tangara chrysotis,Tangara chrysotis,NA,13023,Tangara_chrysotis,P17P18,"Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Golden-eared Tanager,bow13023,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,include,
219,Myiodynastes chrysocephalus,Myiodynastes chrysocephalus,90,Myiodynastes chrysocephalus,Myiodynastes chrysocephalus,NA,6208,Myiodynastes_chrysocephalus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Golden-crowned Flycatcher,bow06208,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
220,Setophaga pitiayumi,Setophaga pitiayumi,152,Parula pitiayumi,Parula pitiayumi,REV_TAX,12680,Parula_pitiayumi,P20a,New World Warblers,"New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies",Tropical Parula,bow12680,LC,BL3,Parulidae,New World warblers,171,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,include,
221,Ammodramus aurifrons,Ammodramus aurifrons,47,Ammodramus aurifrons,Ammodramus aurifrons,NA,12556,Ammodramus_aurifrons,P20b,"Buntings, American Sparrows, Brush-Finches","New World Warblers, New World blackbirds, Buntings, American Sparrows, Allies",Yellow-browed Sparrow,bow12556,LC,BL3,Emberizidae,"Buntings, American sparrows and allies",192,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,include,
222,Conopias cinchoneti,Conopias cinchoneti,74,Conopias cinchoneti,Conopias cinchoneti,NA,6206,Conopias_cinchoneti,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Lemon-browed Flycatcher,bow06206,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
223,Myiarchus tuberculifer,Myiarchus tuberculifer,114,Myiarchus tuberculifer,Myiarchus tuberculifer,NA,6156,Myiarchus_tuberculifer,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Dusky-capped Flycatcher,bow06156,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
224,Pipreola pulchra,Pipreola pulchra,1,Pipreola pulchra,Pipreola pulchra,NA,6278,Pipreola_pulchra,Cotingidae,Cotingas,Cotingas,Masked Fruiteater,bow06278,LC,BL3,Cotingidae,Cotingas,104,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
225,Margarornis squamiger,Margarornis squamiger,113,Margarornis squamiger,Margarornis squamiger,NA,6816,Margarornis_squamiger,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Pearled Treerunner,bow06816,LC,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
226,Grallaria erythroleuca,Grallaria erythroleuca,678,Grallaria erythroleuca,Grallaria erythroleuca,NA,6999,Grallaria_erythroleuca,Antpittas,Antpittas,"Antpittas, Tapaculos",Red-and-white Antpitta,bow06999,LC,BL3,Formicariidae,Antthrushes and antpittas,109,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
227,Pseudocolaptes boissonneautii,Pseudocolaptes boissonneautii,132,Pseudocolaptes boissonneautii,Pseudocolaptes boissonneautii,NA,6825,Pseudocolaptes_boissonneautii,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Streaked Tuftedcheek,bow06825,LC,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
228,Grallaricula flavirostris,Grallaricula flavirostris,12,Grallaricula flavirostris,Grallaricula flavirostris,NA,7016,Grallaricula_flavirostris,Antpittas,Antpittas,"Antpittas, Tapaculos",Ochre-breasted Antpitta,bow07016,LC,BL3,Formicariidae,Antthrushes and antpittas,109,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
229,Cinnycerthia fulva,Cinnycerthia fulva,285,Cinnycerthia fulva,Cinnycerthia fulva,NA,9700,Cinnycerthia_fulva,M1,"Wrens, Gnatcatchers, Nuthatches, Wallcreeper, Treecreepers","Wrens, Gnatcatchers, Nuthatches, Wallcreeper, Treecreepers",Fulvous Wren,bow09700,LC,BL3,Troglodytidae,Wrens,162,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,include,
230,Tangara parzudakii,Tangara parzudakii,4,Tangara parzudakii,Tangara parzudakii,NA,13024,Tangara_parzudakii,P17P18,"Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Flame-faced Tanager,bow13024,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,include,
231,Iridophanes pulcherrimus,Iridophanes pulcherrimus,5,Iridophanes pulcherrimus,Iridophanes pulcherrimus,NA,13057,Iridophanes_pulcherrimus,P13P14P16,"Tanagers II, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Golden-collared Honeycreeper,bow13057,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,include,
232,Selenidera reinwardtii,Selenidera reinwardtii,48,Selenidera reinwardtii,Selenidera reinwardtii,NA,1201,Selenidera_reinwardtii,Ramphastidae,"Toucans, Barbets","Woodpeckers, Honeyguides, Toucans, Barbets",Golden-collared Toucanet,bow01201,LC,BL3,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,include,
233,Anisognathus somptuosus,Anisognathus somptuosus,153,Anisognathus somptuosus,Anisognathus somptuosus,NA,12959,Anisognathus_somptuosus,P17P18,"Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Blue-winged Mountain-tanager,bow12959,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,include,
234,Pipreola frontalis,Pipreola frontalis,2,Pipreola frontalis,Pipreola frontalis,NA,6280,Pipreola_frontalis,Cotingidae,Cotingas,Cotingas,Scarlet-breasted Fruiteater,bow06280,LC,BL3,Cotingidae,Cotingas,104,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
235,Arremon castaneiceps,Arremon castaneiceps,15,Arremon castaneiceps,Arremon castaneiceps,NA,12656,Arremon_castaneiceps,P20b,"Buntings, American Sparrows, Brush-Finches","New World Warblers, New World blackbirds, Buntings, American Sparrows, Allies",Olive Finch,bow12656,LC,BL3,Emberizidae,"Buntings, American sparrows and allies",192,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,include,
236,Anabazenops dorsalis,Anabazenops dorsalis,78,Anabazenops dorsalis,Anabazenops dorsalis,NA,6862,Anabazenops_dorsalis,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Dusky-cheeked Foliage-gleaner,bow06862,LC,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
237,Myrmeciza goeldii,Akletos goeldii,68,Myrmeciza goeldi,Myrmeciza goeldii,REV_TAX,6591,Myrmeciza_goeldii,Thamnophilidae,Antbirds,Antbirds,Goeldi's Antbird,bow06591,LC,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
238,Percnostola lophotes,Myrmoborus lophotes,151,Percnostola lophotes,Percnostola lophotes,REV_TAX,6574,Percnostola_lophotes,Thamnophilidae,Antbirds,Antbirds,White-lined Antbird,bow06574,LC,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
239,Pogonotriccus orbitalis,Phylloscartes orbitalis,3,Pogonotriccus orbitalis,Phylloscartes orbitalis,NA,5931,Phylloscartes_orbitalis,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Spectacled Bristle-tyrant,bow05931,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,assigned
240,Nonnula ruficapilla,Nonnula ruficapilla,13,Nonnula ruficapilla,Nonnula ruficapilla,NA,1280,Nonnula_ruficapilla,Bucconidae,Puffbirds,"Puffbirds, Jacamars",Rufous-capped Nunlet,bow01280,LC,BL3,Bucconidae,Puffbirds,97,PICIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,include,
241,Tangara xanthogastra,Ixothraupis xanthogastra,21,Tangara xanthogastra,Tangara xanthogastra,REV_TAX,13025,Tangara_xanthogastra,P17P18,"Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Yellow-bellied Tanager,bow13025,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,include,
242,Epinecrophylla erythrura,Epinecrophylla erythrura,35,Myrmotherula erythrura,Epinecrophylla erythrura,NA,6485,Epinecrophylla_erythrura,Thamnophilidae,Antbirds,Antbirds,Rufous-tailed Antwren,bow06485,LC,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,assigned
243,Thamnophilus aethiops,Thamnophilus aethiops,30,Thamnophilus aethiops,Thamnophilus aethiops,NA,6422,Thamnophilus_aethiops,Thamnophilidae,Antbirds,Antbirds,White-shouldered Antshrike,bow06422,LC,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
244,Liosceles thoracicus,Liosceles thoracicus,153,Liosceles thoracicus,Liosceles thoracicus,NA,7047,Liosceles_thoracicus,Rhinocryptidae,Tapaculos,"Antpittas, Tapaculos",Rusty-belted Tapaculo,bow07047,LC,BL3,Rhinocryptidae,Tapaculos,108,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
245,Trogon collaris,Trogon collaris,92,Trogon collaris,Trogon collaris,NA,1439,Trogon_collaris,Trogonidae,Trogons,Trogons,Collared Trogon,bow01439,LC,BL3,Trogonidae,Trogons,81,TROGONIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,include,
246,Tangara schrankii,Tangara schrankii,237,Tangara schrankii,Tangara schrankii,NA,13018,Tangara_schrankii,P17P18,"Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Green-and-gold Tanager,bow13018,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,include,
247,Microrhopias quixensis,Microrhopias quixensis,53,Microrhopias quixensis,Microrhopias quixensis,NA,6516,Microrhopias_quixensis,Thamnophilidae,Antbirds,Antbirds,Dot-winged Antwren,bow06516,LC,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
248,Lanio versicolor,Lanio versicolor,147,Lanio versicolor,Lanio versicolor,NA,12886,Lanio_versicolor,P13P14P16,"Tanagers II, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",White-winged Shrike-tanager,bow12886,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,include,
249,Amblycercus holosericeus,Amblycercus holosericeus,25,Amblycercus holosericeus,Amblycercus holosericeus,NA,13357,Amblycercus_holosericeus,P21,New World Blackbirds,"New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies",Yellow-billed Cacique,bow13357,LC,BL3,Icteridae,New World blackbirds,190,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,include,
250,Chalcostigma ruficeps,Chalcostigma ruficeps,199,Chalcostigma ruficeps,Chalcostigma ruficeps,NA,2757,Chalcostigma_ruficeps,Trochilidae,Hummingbirds,Hummingbirds,Rufous-capped Thornbill,bow02757,LC,BL3,Trochilidae,Hummingbirds,79,APODIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,include,
251,Dendrocincla tyrannina,Dendrocincla tyrannina,64,Dendrocincla tyrannina,Dendrocincla tyrannina,NA,6892,Dendrocincla_tyrannina,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Tyrannine Woodcreeper,bow06892,LC,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
252,Catamblyrhynchus diadema,Catamblyrhynchus diadema,41,Catamblyrhynchus diadema,Catamblyrhynchus diadema,NA,13076,Catamblyrhynchus_diadema,Skeleton,Plushcap,"Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Plushcap,bow13076,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,include,
253,Hemitriccus granadensis,Hemitriccus granadensis,317,Hemitriccus granadensis,Hemitriccus granadensis,NA,5793,Hemitriccus_granadensis,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Black-throated Tody-tyrant,bow05793,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
254,Pipreola arcuata,Pipreola arcuata,320,Pipreola arcuata,Pipreola arcuata,NA,6274,Pipreola_arcuata,Cotingidae,Cotingas,Cotingas,Barred Fruiteater,bow06274,LC,BL3,Cotingidae,Cotingas,104,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
255,Pseudotriccus ruficeps,Pseudotriccus ruficeps,31,Pseudotriccus ruficeps,Pseudotriccus ruficeps,NA,5772,Pseudotriccus_ruficeps,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Rufous-headed Pygmy-tyrant,bow05772,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
256,Thraupis cyanocephala,Sporathraupis cyanocephala,235,Thraupis cyanocephala,Thraupis cyanocephala,REV_TAX,12942,Thraupis_cyanocephala,P17P18,"Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Blue-capped Tanager,bow12942,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,include,
257,Ochthoeca thoracica,Ochthoeca cinnamomeiventris,68,Ochthoeca thoracica,Ochthoeca thoracica,REV_TAX,19522,Ochthoeca_thoracica,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Maroon-belted Chat-Tyrant,bow19522,NA,IOC27,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
258,Chlorornis riefferii,Chlorornis riefferii,255,Chlorornis riefferii,Chlorornis riefferii,NA,12830,Chlorornis_riefferii,P17P18,"Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Grass-green Tanager,bow12830,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,include,
259,Cnemoscopus rubrirostris,Cnemoscopus rubrirostris,27,Cnemoscopus rubrirostris,Cnemoscopus rubrirostris,NA,12846,Cnemoscopus_rubrirostris,P13P14P16,"Tanagers II, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Grey-hooded Bush Tanager,bow12846,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,include,
260,Tangara vassorii,Tangara vassorii,53,Tangara vassorii,Tangara vassorii,NA,13048,Tangara_vassorii,P17P18,"Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Blue-and-black Tanager,bow13048,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,include,
261,Glaucidium bolivianum,Glaucidium bolivianum,76,Glaucidium bolivianum,Glaucidium bolivianum,NA,3041,Glaucidium_bolivianum,Strigidae,Owls,"Owls, Barn Owls",Yungas Pygmy-owl,bow03041,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,include,
262,Hemispingus frontalis,Sphenopsis frontalis,9,Hemispingus frontalis,Hemispingus frontalis,REV_TAX,12852,Hemispingus_frontalis,P13P14P16,"Tanagers II, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Oleaginous Hemispingus,bow12852,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,include,
263,Diglossa mystacalis,Diglossa mystacalis,47,Diglossa mystacalis,Diglossa mystacalis,NA,13238,Diglossa_mystacalis,P13P14P16,"Tanagers II, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Moustached Flowerpiercer,bow13238,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,include,
264,Buthraupis montana,Buthraupis montana,296,Buthraupis montana,Buthraupis montana,NA,12951,Buthraupis_montana,P17P18,"Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Hooded Mountain-tanager,bow12951,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,include,
265,Nephelomyias ochraceiventris,Nephelomyias ochraceiventris,18,Myiophobus ochraceiventris,Myiophobus ochraceiventris,REV_TAX,5991,Myiophobus_ochraceiventris,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Ochraceous-breasted Flycatcher,bow05991,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
266,Anisognathus igniventris,Anisognathus igniventris,233,Anisognathus igniventris,Anisognathus igniventris,NA,12958,Anisognathus_igniventris,P17P18,"Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Scarlet-bellied Mountain-tanager,bow12958,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,include,
267,Turdus fuscater,Turdus fuscater,147,Turdus fuscater,Turdus fuscater,NA,8973,Turdus_fuscater,M5,Thrushes,"Thrushes, Dippers, Chats, Old World Flycatchers",Great Thrush,bow08973,LC,BL3,Turdidae,Thrushes,178,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,include,
268,Boissonneaua matthewsii,Boissonneaua matthewsii,40,Boissonneaua matthewsii,Boissonneaua matthewsii,NA,2712,Boissonneaua_matthewsii,Trochilidae,Hummingbirds,Hummingbirds,Chestnut-breasted Coronet,bow02712,LC,BL3,Trochilidae,Hummingbirds,79,APODIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,include,
269,Diglossa brunneiventris,Diglossa brunneiventris,58,Diglossa brunneiventris,Diglossa brunneiventris,NA,13241,Diglossa_brunneiventris,P13P14P16,"Tanagers II, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Black-throated Flowerpiercer,bow13241,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,include,
270,Cyanolyca viridicyanus,Cyanolyca viridicyanus,272,Cyanolyca viridicyanus,Cyanolyca viridicyanus,NA,7996,Cyanolyca_viridicyanus,CC8,"Shrikes, Monarchs, Drongos, Fantails, Birds Of Paradise, Crows, Jays, Allies","Cuckoo-Shrikes, Helmetshrikes, Shrike-Flycatchers, Vangas, Whipbirds, Shrike-Thrushes, Whistlers, Shrikes, Monarchs, Vireos, Orioles, Drongos, Fantails, Birds Of Paradise, Crows, Jays, Allies",White-collared Jay,bow07996,LC,BL3,Corvidae,Crows and jays,147,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,include,
271,Cranioleuca marcapatae,Cranioleuca marcapatae,35,Cranioleuca marcapatae,Cranioleuca marcapatae,NA,6744,Cranioleuca_marcapatae,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Marcapata Spinetail,bow06744,LC,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
272,Hemispingus superciliaris,Thlypopsis superciliaris,30,Hemispingus superciliaris,Hemispingus superciliaris,REV_TAX,12850,Hemispingus_superciliaris,P13P14P16,"Tanagers II, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Superciliaried Hemispingus,bow12850,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,include,
273,Mecocerculus stictopterus,Mecocerculus stictopterus,271,Mecocerculus stictopterus,Mecocerculus stictopterus,NA,5898,Mecocerculus_stictopterus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",White-banded Tyrannulet,bow05898,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
274,Conirostrum albifrons,Conirostrum albifrons,23,Conirostrum albifrons,Conirostrum albifrons,NA,12818,Conirostrum_albifrons,P13P14P16,"Tanagers II, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Capped Conebill,bow12818,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,include,
275,Tangara gyrola,Tangara gyrola,35,Tangara gyrola,Tangara gyrola,NA,13030,Tangara_gyrola,P17P18,"Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Bay-headed Tanager,bow13030,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,include,
276,Piranga leucoptera,Piranga leucoptera,7,Piranga leucoptera,Piranga leucoptera,NA,12917,Piranga_leucoptera,P12,"Cardinals, Allies","Cardinals, Allies",White-winged Tanager,bow12917,LC,BL3,Cardinalidae,"Grosbeaks, saltators and allies",194,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,include,
277,Chlorostilbon mellisugus,Chlorostilbon mellisugus,21,Chlorostilbon mellisugus,Chlorostilbon mellisugus,NA,2562,Chlorostilbon_mellisugus,Trochilidae,Hummingbirds,Hummingbirds,Blue-tailed Emerald,bow02562,LC,BL3,Trochilidae,Hummingbirds,79,APODIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,include,
278,Klais guimeti,Klais guimeti,1,Klais guimeti,Klais guimeti,NA,2533,Klais_guimeti,Trochilidae,Hummingbirds,Hummingbirds,Violet-headed Hummingbird,bow02533,LC,BL3,Trochilidae,Hummingbirds,79,APODIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,include,
279,Philydor ruficaudatum,Anabacerthia ruficaudata,10,Philydor ruficaudatum,Philydor ruficaudatum,REV_TAX,6837,Philydor_ruficaudatum,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Rufous-tailed Foliage-gleaner,bow06837,LC,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
280,Galbula cyanescens,Galbula cyanescens,74,Galbula cyanescens,Galbula cyanescens,NA,1245,Galbula_cyanescens,Galbulidae,Jacamars,"Puffbirds, Jacamars",Bluish-fronted Jacamar,bow01245,LC,BL3,Galbulidae,Jacamars,96,PICIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,include,
