NO.,Collection,Sample.label,Sample.No...,Full_Label,Powder.lvl,species_binomial,Order,Family,Lice,Mites,Ticks,Other,Host.Family,Order2,Date.of.collection,Country,Province,Locality,Altitude,species_clean,mass_tidy,bill_tidy,wing_tidy,tail_tidy,wing_index_tidy,tarsus_tidy,sociality,ForStrat_ground,ForStrat_understory,ForStrat_midhigh,ForStrat_canopy,species_jetz,WJSpecID,TipLabel,PatchClade,Hackett_FineClades,Hackett_CoarseClades,English,FileName,Taxo,BLFamilyLatin,BLFamilyEnglish,FamSequID,IOCOrder,PassNonPass,OscSubOsc,foraging_cat,elevation_cat,sample
491,JEJ,,P110238,P110238,low,Willisornis_poecilinotus,Passeriformes,Thamnophilidae,0,1,0,No,NA,NA,NA,NA,NA,NA,NA,Willisornis poecilinotus,18.39630137,10.27342105,64.65822785,42.8,16.3,23,0,60,40,0,0,Willisornis poecilinotus,6612,Willisornis_poecilinotus,Thamnophilidae,Antbirds,Antbirds,Scale-backed Antbird,bow06612,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground,lowland_iquitos,110238
492,JEJ,,P110290,P110290,low,Willisornis_poecilinotus,Passeriformes,Thamnophilidae,0,1,0,No,NA,NA,NA,NA,NA,NA,NA,Willisornis poecilinotus,18.39630137,10.27342105,64.65822785,42.8,16.3,23,0,60,40,0,0,Willisornis poecilinotus,6612,Willisornis_poecilinotus,Thamnophilidae,Antbirds,Antbirds,Scale-backed Antbird,bow06612,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground,lowland_iquitos,110290
493,JUM,,1020,1020,med,Glyphorynchus_spirurus,Passeriformes,Furnariidae,0,1,0,No,NA,NA,NA,NA,NA,NA,NA,Glyphorynchus spirurus,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,Glyphorynchus spirurus,6901,Glyphorynchus_spirurus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Wedge-billed Woodcreeper,bow06901,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,canopy,lowland_iquitos,NA
496,JEJ,,P110297,P110297,low,Thamnomanes_ardesiacus,Passeriformes,Thamnophilidae,0,1,0,No,NA,NA,NA,NA,NA,NA,NA,Thamnomanes ardesiacus,18.58714286,10.9738,71.27906977,50.2,17,18.7,1,0,30,70,0,Thamnomanes ardesiacus,6460,Thamnomanes_ardesiacus,Thamnophilidae,Antbirds,Antbirds,Dusky-throated Antshrike,bow06460,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_iquitos,110297
497,JEJ,,P110337,P110337,low,Myrmotherula_axillaris,Passeriformes,Thamnophilidae,0,0,0,No,NA,NA,NA,NA,NA,NA,NA,Myrmotherula axillaris,8.457105263,8.695258621,50.38983051,36.5,14.8,15.5,1,0,20,80,0,Myrmotherula axillaris,6486,Myrmotherula_axillaris,Thamnophilidae,Antbirds,Antbirds,White-flanked Antwren,bow06486,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_iquitos,110337
498,JUM,,1036,1036,med,Automolus_subulatus,Passeriformes,Furnariidae,1,1,0,No,NA,NA,NA,NA,NA,NA,NA,Automolus subulatus,28.85,15.55466667,78.23529412,69.3,19,20.1,1,0,50,50,0,Hyloctistes subulatus,6829,Hyloctistes_subulatus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Striped Woodhaunter,bow06829,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,NA
499,JEJ,,P110342,P110342,low,Sclerurus_caudacutus,Passeriformes,"Furnariidae
",0,1,0,No,NA,NA,NA,NA,NA,NA,NA,Sclerurus caudacutus,37.54095238,15.42761905,88.47619048,63.4,17.4,22.6,0,100,0,0,0,Sclerurus caudacutus,6874,Sclerurus_caudacutus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Black-tailed Leaftosser,bow06874,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,ground,lowland_iquitos,110342
500,JUM,,1038,1038,low,Glyphorynchus_spirurus,Passeriformes,Furnariidae,0,1,0,No,NA,NA,NA,NA,NA,NA,NA,Glyphorynchus spirurus,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,Glyphorynchus spirurus,6901,Glyphorynchus_spirurus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Wedge-billed Woodcreeper,bow06901,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,canopy,lowland_iquitos,NA
501,JUM,,1037,1037,med,Myrmoborus_myotherinus,Passeriformes,Thamnophilidae,0,1,0,No,NA,NA,NA,NA,NA,NA,NA,Myrmoborus myotherinus,20.73168831,10.19666667,62.45783133,40.1,14.8,25.7,1,50,50,0,0,Myrmoborus myotherinus,6561,Myrmoborus_myotherinus,Thamnophilidae,Antbirds,Antbirds,Black-faced Antbird,bow06561,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,NA
503,JEJ,,P110380,P110380,low,Isleria_hauxwelli,Passeriformes,Thamnophilidae,0,1,0,No,NA,NA,NA,NA,NA,NA,NA,Isleria hauxwelli,11.27941606,8.391276596,50.70714286,24.8,15.6,18.9,1,40,40,20,0,Myrmotherula hauxwelli,6475,Myrmotherula_hauxwelli,Thamnophilidae,Antbirds,Antbirds,Plain-throated Antwren,bow06475,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,110380
504,JEJ,,P110387,P110387,low,Myrmotherula_axillaris,Passeriformes,Thamnophilidae,0,0,0,No,NA,NA,NA,NA,NA,NA,NA,Myrmotherula axillaris,8.457105263,8.695258621,50.38983051,36.5,14.8,15.5,1,0,20,80,0,Myrmotherula axillaris,6486,Myrmotherula_axillaris,Thamnophilidae,Antbirds,Antbirds,White-flanked Antwren,bow06486,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_iquitos,110387
506,JUM,,1045,1045,low,Thamnophilus_schistaceus,Passeriformes,Thamnophilidae,0,0,0,No,NA,NA,NA,NA,NA,NA,NA,Thamnophilus schistaceus,21.191,11.22071429,64.3125,51.8,13.2,20.1,1,0,20,80,0,Thamnophilus schistaceus,6424,Thamnophilus_schistaceus,Thamnophilidae,Antbirds,Antbirds,Plain-winged Antshrike,bow06424,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_iquitos,NA
507,JEJ,,P110390,P110390,low,Microcerculus_marginatus,Passeriformes,Troglodytidae,0,1,0,No,NA,NA,NA,NA,NA,NA,NA,Microcerculus marginatus,18.81613333,12.17923077,59.61538462,24.2,11.6,23.5,0,50,50,0,0,Microcerculus marginatus,9781,Microcerculus_marginatus,M1,"Wrens, Gnatcatchers, Nuthatches, Wallcreeper, Treecreepers","Wrens, Gnatcatchers, Nuthatches, Wallcreeper, Treecreepers",Southern Nightingale-wren,bow09781,BL3,Troglodytidae,Wrens,162,PASSERIFORMES,PASSERIFORMES,Passeri,ground-understory,lowland_iquitos,110390
509,JUM,,1048,1048,low,Automolus_subulatus,Passeriformes,Furnariidae,0,0,0,No,NA,NA,NA,NA,NA,NA,NA,Automolus subulatus,28.85,15.55466667,78.23529412,69.3,19,20.1,1,0,50,50,0,Hyloctistes subulatus,6829,Hyloctistes_subulatus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Striped Woodhaunter,bow06829,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,NA
510,JEJ,,P110391,P110391,low,Myrmotherula_axillaris,Passeriformes,Thamnophilidae,0,0,0,No,NA,NA,NA,NA,NA,NA,NA,Myrmotherula axillaris,8.457105263,8.695258621,50.38983051,36.5,14.8,15.5,1,0,20,80,0,Myrmotherula axillaris,6486,Myrmotherula_axillaris,Thamnophilidae,Antbirds,Antbirds,White-flanked Antwren,bow06486,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_iquitos,110391
511,JUM,,1049,1049,med,Dendrocincla_merula,Passeriformes,"Furnariidae
",0,0,0,No,NA,NA,NA,NA,NA,NA,NA,Dendrocincla merula,46.92958333,19.43829268,102.744186,80,20.3,24.7,1,40,40,20,0,Dendrocincla merula,6896,Dendrocincla_merula,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",White-chinned Woodcreeper,bow06896,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,NA
512,JUM,,1066,1066,med,Glyphorynchus_spirurus,Passeriformes,Furnariidae,0,1,0,No,NA,NA,NA,NA,NA,NA,NA,Glyphorynchus spirurus,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,Glyphorynchus spirurus,6901,Glyphorynchus_spirurus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Wedge-billed Woodcreeper,bow06901,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,canopy,lowland_iquitos,NA
513,JUM,,1053,1053,med,Glyphorynchus_spirurus,Passeriformes,Furnariidae,0,1,0,No,NA,NA,NA,NA,NA,NA,NA,Glyphorynchus spirurus,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,Glyphorynchus spirurus,6901,Glyphorynchus_spirurus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Wedge-billed Woodcreeper,bow06901,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,canopy,lowland_iquitos,NA
514,JUM,,V1082,V1082,med,Willisornis_poecilinotus,Passeriformes,Thamnophilidae,0,0,0,No,NA,NA,NA,NA,NA,NA,NA,Willisornis poecilinotus,18.39630137,10.27342105,64.65822785,42.8,16.3,23,0,60,40,0,0,Willisornis poecilinotus,6612,Willisornis_poecilinotus,Thamnophilidae,Antbirds,Antbirds,Scale-backed Antbird,bow06612,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground,lowland_iquitos,1082
515,JEJ,,P115901,P115901,low,Sclerurus_caudacutus,Passeriformes,"Furnariidae
",1,1,0,No,NA,NA,NA,NA,NA,NA,NA,Sclerurus caudacutus,37.54095238,15.42761905,88.47619048,63.4,17.4,22.6,0,100,0,0,0,Sclerurus caudacutus,6874,Sclerurus_caudacutus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Black-tailed Leaftosser,bow06874,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,ground,lowland_iquitos,115901
517,JUM,,1052,1052,low,Microcerculus_marginatus,Passeriformes,Troglodytidae,0,1,0,No,NA,NA,NA,NA,NA,NA,NA,Microcerculus marginatus,18.81613333,12.17923077,59.61538462,24.2,11.6,23.5,0,50,50,0,0,Microcerculus marginatus,9781,Microcerculus_marginatus,M1,"Wrens, Gnatcatchers, Nuthatches, Wallcreeper, Treecreepers","Wrens, Gnatcatchers, Nuthatches, Wallcreeper, Treecreepers",Southern Nightingale-wren,bow09781,BL3,Troglodytidae,Wrens,162,PASSERIFORMES,PASSERIFORMES,Passeri,ground-understory,lowland_iquitos,NA
518,JUM,,1067,1067,low,Myrmoborus_myotherinus,Passeriformes,Thamnophilidae,0,1,0,No,NA,NA,NA,NA,NA,NA,NA,Myrmoborus myotherinus,20.73168831,10.19666667,62.45783133,40.1,14.8,25.7,1,50,50,0,0,Myrmoborus myotherinus,6561,Myrmoborus_myotherinus,Thamnophilidae,Antbirds,Antbirds,Black-faced Antbird,bow06561,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,NA
520,JUM,V,1099,V1099,med,Glyphorynchus_spirurus,Passeriformes,Furnariidae,1,1,0,No,NA,NA,NA,NA,NA,NA,NA,Glyphorynchus spirurus,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,Glyphorynchus spirurus,6901,Glyphorynchus_spirurus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Wedge-billed Woodcreeper,bow06901,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,canopy,lowland_iquitos,1099
521,JUM,,1062,1062,low,Glyphorynchus_spirurus,Passeriformes,Furnariidae,0,0,0,No,NA,NA,NA,NA,NA,NA,NA,Glyphorynchus spirurus,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,Glyphorynchus spirurus,6901,Glyphorynchus_spirurus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Wedge-billed Woodcreeper,bow06901,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,canopy,lowland_iquitos,NA
522,JUM,,1093,1093,very low,Glyphorynchus_spirurus,Passeriformes,Furnariidae,0,0,1,No,NA,NA,NA,NA,NA,NA,NA,Glyphorynchus spirurus,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,Glyphorynchus spirurus,6901,Glyphorynchus_spirurus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Wedge-billed Woodcreeper,bow06901,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,canopy,lowland_iquitos,NA
523,JUM,,1084,1084,very low,Myrmotherula_axillaris,Passeriformes,Thamnophilidae,0,0,1,No,NA,NA,NA,NA,NA,NA,NA,Myrmotherula axillaris,8.457105263,8.695258621,50.38983051,36.5,14.8,15.5,1,0,20,80,0,Myrmotherula axillaris,6486,Myrmotherula_axillaris,Thamnophilidae,Antbirds,Antbirds,White-flanked Antwren,bow06486,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_iquitos,NA
525,JUM,,1071,1071,low,Sporophila_angolensis,Passeriformes,"Thraupidae
",0,0,0,No,NA,NA,NA,NA,NA,NA,NA,Sporophila angolensis,13,12.9,57.7,51.9,15.5,16,0,60,40,0,0,Oryzoborus angolensis,13208,Oryzoborus_angolensis,P13P14P16,"Tanagers II, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Lesser Seed-finch,bow13208,BL3,Emberizidae,"Buntings, American sparrows and allies",192,PASSERIFORMES,PASSERIFORMES,Passeri,ground,lowland_iquitos,NA
526,JUM,,1059,1059,med,Cercomacroides_serva,Passeriformes,"Thamnophilidae
",1,0,0,No,NA,NA,NA,NA,NA,NA,NA,Cercomacroides serva,19.11571429,10.83333333,65.08333333,58.2,12.3,22.4,0,40,50,10,0,Cercomacra serva,6550,Cercomacra_serva,Thamnophilidae,Antbirds,Antbirds,Black Antbird,bow06550,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,NA
527,JUM,V,1100?,V1100?,low,Glyphorynchus_spirurus,Passeriformes,Furnariidae,0,1,0,No,NA,NA,NA,NA,NA,NA,NA,Glyphorynchus spirurus,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,Glyphorynchus spirurus,6901,Glyphorynchus_spirurus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Wedge-billed Woodcreeper,bow06901,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,canopy,lowland_iquitos,1100?
528,JUM,V,1077,V1077,low,Xiphorhynchus_elegans,Passeriformes,Furnariidae,0,0,0,No,NA,NA,NA,NA,NA,NA,NA,Xiphorhynchus elegans,38.50835294,24.42858824,100.1363636,82,20.1,21.9,1,0,30,60,10,Xiphorhynchus elegans,20106,Xiphorhynchus_elegans,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Elegant Woodcreeper,bow20106,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_iquitos,1077
529,JUM,V,1080,V1080,low,Glyphorynchus_spirurus,Passeriformes,Furnariidae,0,1,0,No,NA,NA,NA,NA,NA,NA,NA,Glyphorynchus spirurus,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,Glyphorynchus spirurus,6901,Glyphorynchus_spirurus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Wedge-billed Woodcreeper,bow06901,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,canopy,lowland_iquitos,1080
531,JEJ,,P115908,P115908,low,Myrmotherula_axillaris,Passeriformes,Thamnophilidae,0,1,0,No,NA,NA,NA,NA,NA,NA,NA,Myrmotherula axillaris,8.457105263,8.695258621,50.38983051,36.5,14.8,15.5,1,0,20,80,0,Myrmotherula axillaris,6486,Myrmotherula_axillaris,Thamnophilidae,Antbirds,Antbirds,White-flanked Antwren,bow06486,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_iquitos,115908
532,JEJ,,P115909,P115909,med,Myrmotherula_axillaris,Passeriformes,Thamnophilidae,0,1,0,No,NA,NA,NA,NA,NA,NA,NA,Myrmotherula axillaris,8.457105263,8.695258621,50.38983051,36.5,14.8,15.5,1,0,20,80,0,Myrmotherula axillaris,6486,Myrmotherula_axillaris,Thamnophilidae,Antbirds,Antbirds,White-flanked Antwren,bow06486,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_iquitos,115909
533,JEJ,,P115953,P115953,low,Myrmotherula_axillaris,Passeriformes,Thamnophilidae,0,1,0,No,NA,NA,NA,NA,NA,NA,NA,Myrmotherula axillaris,8.457105263,8.695258621,50.38983051,36.5,14.8,15.5,1,0,20,80,0,Myrmotherula axillaris,6486,Myrmotherula_axillaris,Thamnophilidae,Antbirds,Antbirds,White-flanked Antwren,bow06486,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_iquitos,115953
534,JEJ,,P115954,P115954,med,Myrmotherula_axillaris,Passeriformes,Thamnophilidae,0,1,0,No,NA,NA,NA,NA,NA,NA,NA,Myrmotherula axillaris,8.457105263,8.695258621,50.38983051,36.5,14.8,15.5,1,0,20,80,0,Myrmotherula axillaris,6486,Myrmotherula_axillaris,Thamnophilidae,Antbirds,Antbirds,White-flanked Antwren,bow06486,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_iquitos,115954
535,JEJ,,P115962,P115962,med,Willisornis_poecilinotus,Passeriformes,Thamnophilidae,0,1,0,No,NA,NA,NA,NA,NA,NA,NA,Willisornis poecilinotus,18.39630137,10.27342105,64.65822785,42.8,16.3,23,0,60,40,0,0,Willisornis poecilinotus,6612,Willisornis_poecilinotus,Thamnophilidae,Antbirds,Antbirds,Scale-backed Antbird,bow06612,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground,lowland_iquitos,115962
536,JEJ,,P115972,P115972,low,Willisornis_poecilinotus,Passeriformes,Thamnophilidae,0,0,0,No,NA,NA,NA,NA,NA,NA,NA,Willisornis poecilinotus,18.39630137,10.27342105,64.65822785,42.8,16.3,23,0,60,40,0,0,Willisornis poecilinotus,6612,Willisornis_poecilinotus,Thamnophilidae,Antbirds,Antbirds,Scale-backed Antbird,bow06612,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground,lowland_iquitos,115972
537,JEJ,,P115976,P115976,low,Lanio_versicolor,Passeriformes,"Thraupidae
",1,1,0,No,NA,NA,NA,NA,NA,NA,NA,Lanio versicolor,19.76205128,10.39833333,79.825,67.6,20.3,15.3,1,0,0,20,60,Lanio versicolor,12886,Lanio_versicolor,P13P14P16,"Tanagers II, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",White-winged Shrike-tanager,bow12886,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,canopy,lowland_iquitos,115976
538,JEJ,,P115979,P115979,med,Thamnomanes_schistogynus,Passeriformes,Thamnophilidae,0,1,0,No,NA,NA,NA,NA,NA,NA,NA,Thamnomanes schistogynus,17.905,10.43661765,69.76623377,62,13.2,17.6,1,0,20,80,0,Thamnomanes schistogynus,6462,Thamnomanes_schistogynus,Thamnophilidae,Antbirds,Antbirds,Bluish-slate Antshrike,bow06462,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_iquitos,115979
539,JUM,,1022,1022,very low,Willisornis_poecilinotus,Passeriformes,Thamnophilidae,1,0,0,No,NA,NA,NA,NA,NA,NA,NA,Willisornis poecilinotus,18.39630137,10.27342105,64.65822785,42.8,16.3,23,0,60,40,0,0,Willisornis poecilinotus,6612,Willisornis_poecilinotus,Thamnophilidae,Antbirds,Antbirds,Scale-backed Antbird,bow06612,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground,lowland_iquitos,NA
540,JUM,V,1102,V1102,high,Selenidera_reinwardtii,Piciformes,"Ramphastidae
",0,1,0,No,NA,NA,NA,NA,NA,NA,NA,Selenidera reinwardtii,175.15625,56.58888889,130.6,104.5,16.5,31.1,0,0,33,33,33,Selenidera reinwardtii,1201,Selenidera_reinwardtii,Ramphastidae,"Toucans, Barbets","Woodpeckers, Honeyguides, Toucans, Barbets",Golden-collared Toucanet,bow01201,BL3,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,ground-understory,lowland_iquitos,1102
541,JUM,V,1162,V1162,med,Glyphorynchus_spirurus,Passeriformes,Furnariidae,1,0,0,Yes,NA,NA,NA,NA,NA,NA,NA,Glyphorynchus spirurus,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,Glyphorynchus spirurus,6901,Glyphorynchus_spirurus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Wedge-billed Woodcreeper,bow06901,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,canopy,lowland_iquitos,1162
542,JUM,V,1256,V1256,high,Mionectes_oleagineus,Passeriformes,Tyrannidae,1,1,0,No,NA,NA,NA,NA,NA,NA,NA,Mionectes oleagineus,11.49915698,7.792196721,60.54227405,48.2,17.1,16,1,0,50,50,0,Mionectes oleagineus,5763,Mionectes_oleagineus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Ochre-bellied Flycatcher,bow05763,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,1256
543,JUM,V,1138,V1138,high,Geotrygon_montana,Columbiformes,"Columbidae
",1,1,0,No,NA,NA,NA,NA,NA,NA,NA,Geotrygon montana,114.4062791,7.908604651,132.3859155,76.3,27.1,26.9,0,100,0,0,0,Geotrygon montana,3494,Geotrygon_montana,Columbidae,"Pigeons, Doves","Pigeons, Doves",Ruddy Quail-dove,bow03494,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,ground,lowland_iquitos,1138
544,JUM,V,1116,V1116,med,Dendrocincla_fuliginosa,Passeriformes,"Furnariidae
",0,0,0,No,NA,NA,NA,NA,NA,NA,NA,Dendrocincla fuliginosa,31.68493671,19.41738462,95.81428571,86.7,18.3,24.7,1,33,33,33,0,Dendrocincla fuliginosa,6893,Dendrocincla_fuliginosa,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Plain-brown Woodcreeper,bow06893,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,1116
545,JUM,V,1159,V1159,med,Dendrocincla_merula,Passeriformes,"Furnariidae
",1,0,0,No,NA,NA,NA,NA,NA,NA,NA,Dendrocincla merula,46.92958333,19.43829268,102.744186,80,20.3,24.7,1,40,40,20,0,Dendrocincla merula,6896,Dendrocincla_merula,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",White-chinned Woodcreeper,bow06896,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,1159
547,JUM,V,1186,V1186,low,Glyphorynchus_spirurus,Passeriformes,Furnariidae,0,1,0,No,NA,NA,NA,NA,NA,NA,NA,Glyphorynchus spirurus,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,Glyphorynchus spirurus,6901,Glyphorynchus_spirurus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Wedge-billed Woodcreeper,bow06901,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,canopy,lowland_iquitos,1186
548,JUM,V,1187,V1187,med,Xiphorhynchus_elegans,Passeriformes,Furnariidae,0,0,0,Yes,NA,NA,NA,NA,NA,NA,NA,Xiphorhynchus elegans,38.50835294,24.42858824,100.1363636,82,20.1,21.9,1,0,30,60,10,Xiphorhynchus elegans,20106,Xiphorhynchus_elegans,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Elegant Woodcreeper,bow20106,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_iquitos,1187
549,JUM,V,1132,V1132,very low,Phaetornis_superciliosus,Apodiformes,Trochilidae,0,1,0,No,NA,NA,NA,NA,NA,NA,NA,Phaethornis superciliosus,5.471555556,33.37582418,58.51041667,65.2,62.6,4.7,0,0,100,0,0,Phaethornis superciliosus,2465,Phaethornis_superciliosus,Trochilidae,Hummingbirds,Hummingbirds,Long-tailed Hermit,bow02465,BL3,Trochilidae,Hummingbirds,79,APODIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,understory,lowland_iquitos,1132
550,JEJ,,P116000,P116000,low,Thamnomanes_schistogynus,Passeriformes,Thamnophilidae,0,1,0,No,NA,NA,NA,NA,NA,NA,NA,Thamnomanes schistogynus,17.905,10.43661765,69.76623377,62,13.2,17.6,1,0,20,80,0,Thamnomanes schistogynus,6462,Thamnomanes_schistogynus,Thamnophilidae,Antbirds,Antbirds,Bluish-slate Antshrike,bow06462,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_iquitos,116000
