X.,Collection,Sample_Group,Sample.No...,Sample.Full..,species_binomial,Host.Order,Host.Family,Box.Location,Mite.Group,Mite.Genus,Mite.Species,Total,Mite.Group2,Mite.Genus2,Mite.Species2,Total2,Comment,total_mites,X,X.1,X.2,X.3,species_clean,mass_tidy,bill_tidy,wing_tidy,tail_tidy,wing_index_tidy,tarsus_tidy,sociality,ForStrat_ground,ForStrat_understory,ForStrat_midhigh,ForStrat_canopy,species_jetz,WJSpecID,TipLabel,PatchClade,Hackett_FineClades,Hackett_CoarseClades,English,FileName,Taxo,BLFamilyLatin,BLFamilyEnglish,FamSequID,IOCOrder,PassNonPass,OscSubOsc,foraging_cat,elevation_cat,sample,total_lice
395,JEJ,P12,1446,P121446,Myiobius_barbatus,Passeriformes,"Tityridae
",,Feather,,NA,2,,,NA,NA,,2,NA,NA,NA,NA,Myiobius barbatus,12.84714286,7.312222222,65.52631579,54.3,16.8,14.8,1,0,30,70,0,Myiobius barbatus,6001,Myiobius_barbatus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Bearded Flycatcher,bow06001,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_iquitos,121446,2
396,JEJ,P12,1796,P121796,Isleria_hauxwelli,Passeriformes,Thamnophilidae,,Feather,,NA,2,,,NA,NA,,2,NA,NA,NA,NA,Isleria hauxwelli,11.27941606,8.391276596,50.70714286,24.8,15.6,18.9,1,40,40,20,0,Myrmotherula hauxwelli,6475,Myrmotherula_hauxwelli,Thamnophilidae,Antbirds,Antbirds,Plain-throated Antwren,bow06475,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,121796,2
397,JEJ,P12,1797,P121797,Willisornis_poecilinotus,Passeriformes,Thamnophilidae,,Feather,,NA,5,,,NA,NA,,5,NA,NA,NA,NA,Willisornis poecilinotus,18.39630137,10.27342105,64.65822785,42.8,16.3,23,0,60,40,0,0,Willisornis poecilinotus,6612,Willisornis_poecilinotus,Thamnophilidae,Antbirds,Antbirds,Scale-backed Antbird,bow06612,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground,lowland_iquitos,121797,5
398,JEJ,P12,1499,P121499,Willisornis_poecilinotus,Passeriformes,Thamnophilidae,,Trombiculid,,NA,1,Mesostigmatid,,NA,4,,5,NA,NA,NA,NA,Willisornis poecilinotus,18.39630137,10.27342105,64.65822785,42.8,16.3,23,0,60,40,0,0,Willisornis poecilinotus,6612,Willisornis_poecilinotus,Thamnophilidae,Antbirds,Antbirds,Scale-backed Antbird,bow06612,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground,lowland_iquitos,121499,5
399,JEJ,P12,1505,P121505,Willisornis_poecilinotus,Passeriformes,Thamnophilidae,,Feather,,NA,4,,,NA,NA,,4,NA,NA,NA,NA,Willisornis poecilinotus,18.39630137,10.27342105,64.65822785,42.8,16.3,23,0,60,40,0,0,Willisornis poecilinotus,6612,Willisornis_poecilinotus,Thamnophilidae,Antbirds,Antbirds,Scale-backed Antbird,bow06612,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground,lowland_iquitos,121505,4
400,JEJ,P12,1511,P121511,Myiobius_barbatus,Passeriformes,"Tityridae
",,Feather,,NA,3,,,NA,NA,,3,NA,NA,NA,NA,Myiobius barbatus,12.84714286,7.312222222,65.52631579,54.3,16.8,14.8,1,0,30,70,0,Myiobius barbatus,6001,Myiobius_barbatus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Bearded Flycatcher,bow06001,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_iquitos,121511,3
401,JEJ,P12,1367,P121367,Sclerurus_caudacutus,Passeriformes,"Furnariidae
",,Feather,,NA,109,,,NA,NA,,109,NA,NA,NA,NA,Sclerurus caudacutus,37.54095238,15.42761905,88.47619048,63.4,17.4,22.6,0,100,0,0,0,Sclerurus caudacutus,6874,Sclerurus_caudacutus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Black-tailed Leaftosser,bow06874,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,ground,lowland_iquitos,121367,109
402,JEJ,P12,1374,P121374,Microcerculus_marginatus,Passeriformes,Troglodytidae,,Feather,,NA,7,,,NA,NA,,7,NA,NA,NA,NA,Microcerculus marginatus,18.81613333,12.17923077,59.61538462,24.2,11.6,23.5,0,50,50,0,0,Microcerculus marginatus,9781,Microcerculus_marginatus,M1,"Wrens, Gnatcatchers, Nuthatches, Wallcreeper, Treecreepers","Wrens, Gnatcatchers, Nuthatches, Wallcreeper, Treecreepers",Southern Nightingale-wren,bow09781,BL3,Troglodytidae,Wrens,162,PASSERIFORMES,PASSERIFORMES,Passeri,ground-understory,lowland_iquitos,121374,7
403,JEJ,P12,1409,P121409,Myiobius_barbatus,Passeriformes,"Tityridae
",,Feather,,NA,33,,,NA,NA,,33,NA,NA,NA,NA,Myiobius barbatus,12.84714286,7.312222222,65.52631579,54.3,16.8,14.8,1,0,30,70,0,Myiobius barbatus,6001,Myiobius_barbatus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Bearded Flycatcher,bow06001,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_iquitos,121409,33
404,JEJ,P12,1757,P121757,Isleria_hauxwelli,Passeriformes,Thamnophilidae,,Trombiculid,,NA,1,,,NA,NA,,1,NA,NA,NA,NA,Isleria hauxwelli,11.27941606,8.391276596,50.70714286,24.8,15.6,18.9,1,40,40,20,0,Myrmotherula hauxwelli,6475,Myrmotherula_hauxwelli,Thamnophilidae,Antbirds,Antbirds,Plain-throated Antwren,bow06475,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,121757,1
405,JEJ,SP12,1081,SP121081,Tangara_arthus,Passeriformes,Thraupidae,,Feather,,NA,19,Mesostigmatid,,NA,1,,20,NA,NA,NA,NA,Tangara arthus,21.19101695,7.5034375,76.02833333,54.4,23,19,1,0,10,60,30,Tangara arthus,13020,Tangara_arthus,P17P18,"Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Golden Tanager,bow13020,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,midhigh,lowland_iquitos,121081,20
406,JEJ,SP12,1058,SP121058,Pogonotriccus_opthalmicus,Passeriformes,"Tyrannidae
",,Feather,,NA,3,,,NA,NA,,3,NA,NA,NA,NA,Phylloscartes ophthalmicus,9.276296296,6.063157895,57.72333333,56.6,16.5,15.3,1,0,10,90,0,Phylloscartes ophthalmicus,5928,Phylloscartes_ophthalmicus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Marble-faced Bristle-tyrant,bow05928,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_iquitos,121058,3
407,JEJ,SP12,1047,SP121047,Pogonotriccus_opthalmicus,Passeriformes,"Tyrannidae
",,Feather,,NA,4,,,NA,NA,,4,NA,NA,NA,NA,Phylloscartes ophthalmicus,9.276296296,6.063157895,57.72333333,56.6,16.5,15.3,1,0,10,90,0,Phylloscartes ophthalmicus,5928,Phylloscartes_ophthalmicus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Marble-faced Bristle-tyrant,bow05928,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_iquitos,121047,4
408,JEJ,SP12,911,SP120911,Basileuterus_tristriatus,Passeriformes,Parulidae,,Feather,,NA,2,,,NA,NA,,2,NA,NA,NA,NA,Basileuterus tristriatus,12.9,7.4035,60.89204545,56.5,13.6,20.4,1,0,100,0,0,Basileuterus tristriatus,12792,Basileuterus_tristriatus,P20a,New World Warblers,"New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies",Three-striped Warbler,bow12792,BL3,Parulidae,New World warblers,171,PASSERIFORMES,PASSERIFORMES,Passeri,understory,lowland_iquitos,120911,2
409,JEJ,SP12,931,SP120931,Basileuterus_tristriatus,Passeriformes,Parulidae,,Feather,,NA,20,,,NA,NA,,20,NA,NA,NA,NA,Basileuterus tristriatus,12.9,7.4035,60.89204545,56.5,13.6,20.4,1,0,100,0,0,Basileuterus tristriatus,12792,Basileuterus_tristriatus,P20a,New World Warblers,"New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies",Three-striped Warbler,bow12792,BL3,Parulidae,New World warblers,171,PASSERIFORMES,PASSERIFORMES,Passeri,understory,lowland_iquitos,120931,20
410,JEJ,SP12,934,SP120934,Chlorospingus_flavigularis,Passeriformes,"Passerellidae
",,Feather,,NA,5,,,NA,NA,,5,NA,NA,NA,NA,Chlorospingus flavigularis,25.95577586,9.036065574,77.04952381,61.6,17.8,21.3,1,0,60,30,10,Chlorospingus flavigularis,12843,Chlorospingus_flavigularis,P20b,"Buntings, American Sparrows, Brush-Finches","New World Warblers, New World blackbirds, Buntings, American Sparrows, Allies",Yellow-throated Bush-tanager,bow12843,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,understory,lowland_iquitos,120934,5
411,JEJ,SP12,16,SP120016,Premnoplex_brunnescens,Passeriformes,"Furnariidae
",,Mesostigmatid,,NA,9,,,NA,NA,,9,NA,NA,NA,NA,Premnoplex brunnescens,15.77809045,9.921900826,59.63826531,61.1,14,20.1,1,0,80,20,0,Premnoplex brunnescens,6811,Premnoplex_brunnescens,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Spotted Barbtail,bow06811,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,understory,lowland_iquitos,120016,9
412,JEJ,SP12,40,SP120040,Chlorospingus_flavigularis,Passeriformes,"Passerellidae
",,Feather,,NA,1,,,NA,NA,,1,NA,NA,NA,NA,Chlorospingus flavigularis,25.95577586,9.036065574,77.04952381,61.6,17.8,21.3,1,0,60,30,10,Chlorospingus flavigularis,12843,Chlorospingus_flavigularis,P20b,"Buntings, American Sparrows, Brush-Finches","New World Warblers, New World blackbirds, Buntings, American Sparrows, Allies",Yellow-throated Bush-tanager,bow12843,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,understory,lowland_iquitos,120040,1
413,JEJ,SP12,69,SP120069,Anabacerthia_striaticollis,Passeriformes,Furnariidae,,Feather,,NA,11,,,NA,NA,,11,NA,NA,NA,NA,Anabacerthia striaticollis,24.58886525,10.28111111,82.62553191,76.1,18,20,1,0,0,100,0,Anabacerthia striaticollis,6836,Anabacerthia_striaticollis,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Montane Foliage-gleaner,bow06836,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_iquitos,120069,11
414,JEJ,SP12,72,SP120072,Tangara_arthus,Passeriformes,Thraupidae,,Feather,,NA,44,,,NA,NA,,44,NA,NA,NA,NA,Tangara arthus,21.19101695,7.5034375,76.02833333,54.4,23,19,1,0,10,60,30,Tangara arthus,13020,Tangara_arthus,P17P18,"Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Golden Tanager,bow13020,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,midhigh,lowland_iquitos,120072,44
415,JEJ,SP12,74,SP120074,Pogonotriccus_opthalmicus,Passeriformes,"Tyrannidae
",,Feather,,NA,52,,,NA,NA,,52,NA,NA,NA,NA,Phylloscartes ophthalmicus,9.276296296,6.063157895,57.72333333,56.6,16.5,15.3,1,0,10,90,0,Phylloscartes ophthalmicus,5928,Phylloscartes_ophthalmicus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Marble-faced Bristle-tyrant,bow05928,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_iquitos,120074,52
416,JEJ,SP12,76,SP120076,Basileuterus_tristriatus,Passeriformes,Parulidae,,Feather,,NA,13,,,NA,NA,,13,NA,NA,NA,NA,Basileuterus tristriatus,12.9,7.4035,60.89204545,56.5,13.6,20.4,1,0,100,0,0,Basileuterus tristriatus,12792,Basileuterus_tristriatus,P20a,New World Warblers,"New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies",Three-striped Warbler,bow12792,BL3,Parulidae,New World warblers,171,PASSERIFORMES,PASSERIFORMES,Passeri,understory,lowland_iquitos,120076,13
417,JEJ,SP12,101,SP120101,Premnoplex_brunnescens,Passeriformes,"Furnariidae
",,Feather,,NA,5,Mesostigmatid,,NA,19,,24,NA,NA,NA,NA,Premnoplex brunnescens,15.77809045,9.921900826,59.63826531,61.1,14,20.1,1,0,80,20,0,Premnoplex brunnescens,6811,Premnoplex_brunnescens,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Spotted Barbtail,bow06811,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,understory,lowland_iquitos,120101,24
418,JEJ,SP12,115,SP120115,Rhynchocyclus_fulvipectus,Passeriformes,Tyrannidae,,Feather,,NA,1,,,NA,NA,,1,NA,NA,NA,NA,Rhynchocyclus fulvipectus,24.23724138,9.192307692,74.31666667,70.2,15.1,18.9,1,0,80,20,0,Rhynchocyclus fulvipectus,5966,Rhynchocyclus_fulvipectus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Fulvous-breasted Flatbill,bow05966,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,understory,lowland_iquitos,120115,1
419,JEJ,SP12,636,SP120636,Premnoplex_brunnescens,Passeriformes,"Furnariidae
",,Mesostigmatid,,NA,141,Feather,,NA,2,,143,NA,NA,NA,NA,Premnoplex brunnescens,15.77809045,9.921900826,59.63826531,61.1,14,20.1,1,0,80,20,0,Premnoplex brunnescens,6811,Premnoplex_brunnescens,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Spotted Barbtail,bow06811,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,understory,lowland_iquitos,120636,143
420,JEJ,SP12,638,SP120638,Premnoplex_brunnescens,Passeriformes,"Furnariidae
",,Mesostigmatid,,NA,63,Feather,,NA,1,,64,NA,NA,NA,NA,Premnoplex brunnescens,15.77809045,9.921900826,59.63826531,61.1,14,20.1,1,0,80,20,0,Premnoplex brunnescens,6811,Premnoplex_brunnescens,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Spotted Barbtail,bow06811,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,understory,lowland_iquitos,120638,64
421,JEJ,SP12,658,SP120658,Premnoplex_brunnescens,Passeriformes,"Furnariidae
",,Mesostigmatid,,NA,32,Feather,,NA,1,,33,NA,NA,NA,NA,Premnoplex brunnescens,15.77809045,9.921900826,59.63826531,61.1,14,20.1,1,0,80,20,0,Premnoplex brunnescens,6811,Premnoplex_brunnescens,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Spotted Barbtail,bow06811,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,understory,lowland_iquitos,120658,33
422,JEJ,SP12,662,SP120662,Leptopogon_superciliaris,Passeriformes,"Tyrannidae
",,Feather,,NA,2,,,NA,NA,,2,NA,NA,NA,NA,Leptopogon superciliaris,13.20830645,8.679135802,66.40677966,60.1,18.1,15.7,1,0,0,100,0,Leptopogon superciliaris,5769,Leptopogon_superciliaris,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Slaty-capped Flycatcher,bow05769,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_iquitos,120662,2
423,JEJ,SP12,666,SP120666,Tangara_arthus,Passeriformes,Thraupidae,,Feather,,NA,5,Oribatida,,NA,1,,6,NA,NA,NA,NA,Tangara arthus,21.19101695,7.5034375,76.02833333,54.4,23,19,1,0,10,60,30,Tangara arthus,13020,Tangara_arthus,P17P18,"Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Golden Tanager,bow13020,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,midhigh,lowland_iquitos,120666,6
424,JEJ,SP12,669,SP120669,Premnoplex_brunnescens,Passeriformes,"Furnariidae
",,Mesostigmatid,,NA,52,Feather,,NA,2,,54,NA,NA,NA,NA,Premnoplex brunnescens,15.77809045,9.921900826,59.63826531,61.1,14,20.1,1,0,80,20,0,Premnoplex brunnescens,6811,Premnoplex_brunnescens,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Spotted Barbtail,bow06811,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,understory,lowland_iquitos,120669,54
425,JEJ,SP12,674,SP120674,Premnoplex_brunnescens,Passeriformes,"Furnariidae
",,Mesostigmatid,,NA,30,,,NA,NA,,30,NA,NA,NA,NA,Premnoplex brunnescens,15.77809045,9.921900826,59.63826531,61.1,14,20.1,1,0,80,20,0,Premnoplex brunnescens,6811,Premnoplex_brunnescens,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Spotted Barbtail,bow06811,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,understory,lowland_iquitos,120674,30
426,JEJ,SP12,769,SP120769,Premnoplex_brunnescens,Passeriformes,"Furnariidae
",,Mesostigmatid,,NA,35,Feather,,NA,5,,40,NA,NA,NA,NA,Premnoplex brunnescens,15.77809045,9.921900826,59.63826531,61.1,14,20.1,1,0,80,20,0,Premnoplex brunnescens,6811,Premnoplex_brunnescens,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Spotted Barbtail,bow06811,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,understory,lowland_iquitos,120769,40
427,JEJ,SP12,787,SP120787,Tangara_arthus,Passeriformes,Thraupidae,,Feather,,NA,1,,,NA,NA,,1,NA,NA,NA,NA,Tangara arthus,21.19101695,7.5034375,76.02833333,54.4,23,19,1,0,10,60,30,Tangara arthus,13020,Tangara_arthus,P17P18,"Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Golden Tanager,bow13020,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,midhigh,lowland_iquitos,120787,1
428,JEJ,SP12,792,SP120792,Chlorospingus_flavigularis,Passeriformes,"Passerellidae
",,Feather,,NA,1,,,NA,NA,,1,NA,NA,NA,NA,Chlorospingus flavigularis,25.95577586,9.036065574,77.04952381,61.6,17.8,21.3,1,0,60,30,10,Chlorospingus flavigularis,12843,Chlorospingus_flavigularis,P20b,"Buntings, American Sparrows, Brush-Finches","New World Warblers, New World blackbirds, Buntings, American Sparrows, Allies",Yellow-throated Bush-tanager,bow12843,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,understory,lowland_iquitos,120792,1
429,JEJ,SP12,804,SP120804,Premnoplex_brunnescens,Passeriformes,"Furnariidae
",,Feather,,NA,1,,,NA,NA,,1,NA,NA,NA,NA,Premnoplex brunnescens,15.77809045,9.921900826,59.63826531,61.1,14,20.1,1,0,80,20,0,Premnoplex brunnescens,6811,Premnoplex_brunnescens,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Spotted Barbtail,bow06811,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,understory,lowland_iquitos,120804,1
430,JEJ,SP12,857,SP120857,Premnoplex_brunnescens,Passeriformes,"Furnariidae
",,Feather,,NA,1,Mesostigmatid,,NA,5,,6,NA,NA,NA,NA,Premnoplex brunnescens,15.77809045,9.921900826,59.63826531,61.1,14,20.1,1,0,80,20,0,Premnoplex brunnescens,6811,Premnoplex_brunnescens,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Spotted Barbtail,bow06811,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,understory,lowland_iquitos,120857,6
431,JEJ,SP12,889,SP120889,Leptopogon_superciliaris,Passeriformes,"Tyrannidae
",,Feather,,NA,1,Trombiculid,,NA,1,,2,NA,NA,NA,NA,Leptopogon superciliaris,13.20830645,8.679135802,66.40677966,60.1,18.1,15.7,1,0,0,100,0,Leptopogon superciliaris,5769,Leptopogon_superciliaris,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Slaty-capped Flycatcher,bow05769,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_iquitos,120889,2
432,JEJ,SP12,890,SP120890,Premnoplex_brunnescens,Passeriformes,"Furnariidae
",,Mesostigmatid,,NA,2,,,NA,NA,,2,NA,NA,NA,NA,Premnoplex brunnescens,15.77809045,9.921900826,59.63826531,61.1,14,20.1,1,0,80,20,0,Premnoplex brunnescens,6811,Premnoplex_brunnescens,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Spotted Barbtail,bow06811,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,understory,lowland_iquitos,120890,2
433,JEJ,SP12,938,SP120938,Chlorospingus_flavigularis,Passeriformes,"Passerellidae
",,Feather,,NA,15,,,NA,NA,,15,NA,NA,NA,NA,Chlorospingus flavigularis,25.95577586,9.036065574,77.04952381,61.6,17.8,21.3,1,0,60,30,10,Chlorospingus flavigularis,12843,Chlorospingus_flavigularis,P20b,"Buntings, American Sparrows, Brush-Finches","New World Warblers, New World blackbirds, Buntings, American Sparrows, Allies",Yellow-throated Bush-tanager,bow12843,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,understory,lowland_iquitos,120938,15
434,JEJ,SP12,993,SP120993,Chlorospingus_flavigularis,Passeriformes,"Passerellidae
",,Feather,,NA,2,,,NA,NA,,2,NA,NA,NA,NA,Chlorospingus flavigularis,25.95577586,9.036065574,77.04952381,61.6,17.8,21.3,1,0,60,30,10,Chlorospingus flavigularis,12843,Chlorospingus_flavigularis,P20b,"Buntings, American Sparrows, Brush-Finches","New World Warblers, New World blackbirds, Buntings, American Sparrows, Allies",Yellow-throated Bush-tanager,bow12843,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,understory,lowland_iquitos,120993,2
435,JEJ,SP12,998,SP120998,Premnoplex_brunnescens,Passeriformes,"Furnariidae
",,Feather,,NA,5,Mesostigmatid,,NA,15,,20,NA,NA,NA,NA,Premnoplex brunnescens,15.77809045,9.921900826,59.63826531,61.1,14,20.1,1,0,80,20,0,Premnoplex brunnescens,6811,Premnoplex_brunnescens,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Spotted Barbtail,bow06811,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,understory,lowland_iquitos,120998,20
436,JEJ,SP12,1004,SP121004,Premnoplex_brunnescens,Passeriformes,"Furnariidae
",,Mesostigmatid,,NA,55,Feather,,NA,1,,56,NA,NA,NA,NA,Premnoplex brunnescens,15.77809045,9.921900826,59.63826531,61.1,14,20.1,1,0,80,20,0,Premnoplex brunnescens,6811,Premnoplex_brunnescens,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Spotted Barbtail,bow06811,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,understory,lowland_iquitos,121004,56
437,JEJ,SP12,1023,SP121023,Premnoplex_brunnescens,Passeriformes,"Furnariidae
",,Mesostigmatid,,NA,18,,,NA,NA,,18,NA,NA,NA,NA,Premnoplex brunnescens,15.77809045,9.921900826,59.63826531,61.1,14,20.1,1,0,80,20,0,Premnoplex brunnescens,6811,Premnoplex_brunnescens,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Spotted Barbtail,bow06811,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,understory,lowland_iquitos,121023,18
438,JEJ,SP12,1029,SP121029,Rhyncgocyclus_fulvipectus,Passeriformes,Tyrannidae,,Feather,,NA,4,,,NA,NA,,4,NA,NA,NA,NA,Rhynchocyclus fulvipectus,24.23724138,9.192307692,74.31666667,70.2,15.1,18.9,1,0,80,20,0,Rhynchocyclus fulvipectus,5966,Rhynchocyclus_fulvipectus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Fulvous-breasted Flatbill,bow05966,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,understory,lowland_iquitos,121029,4
439,JEJ,SP12,1038,SP121038,Leptopogon_superciliaris,Passeriformes,"Tyrannidae
",,Feather,,NA,4,,,NA,NA,,4,NA,NA,NA,NA,Leptopogon superciliaris,13.20830645,8.679135802,66.40677966,60.1,18.1,15.7,1,0,0,100,0,Leptopogon superciliaris,5769,Leptopogon_superciliaris,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Slaty-capped Flycatcher,bow05769,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_iquitos,121038,4
440,JEJ,SP12,1091,SP121091,Leptopogon_superciliaris,Passeriformes,"Tyrannidae
",,Feather,,NA,1,,,NA,NA,,1,NA,NA,NA,NA,Leptopogon superciliaris,13.20830645,8.679135802,66.40677966,60.1,18.1,15.7,1,0,0,100,0,Leptopogon superciliaris,5769,Leptopogon_superciliaris,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Slaty-capped Flycatcher,bow05769,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_iquitos,121091,1
