#No,Collection,Sample_group,Sample No. #,Full_Label,comment,Host Genus,Host Species,species_binomial,Host Order,host_family,New Association,Lice Genus,lice_genus_tidy,Lice Species,Female,Male,Nimph,Eggs,Total,BoxLocation1
270,JEJ,P11,49,P110049,,Habia,rubica,Habia_rubica,Passeriformes,Cardinalidae,,Myrsidea,Myrsidea,habiae?,0,0,1,,1,
270,JEJ,P11,49,P110049,,Habia,rubica,Habia_rubica,Passeriformes,Cardinalidae,,,,,,,,,,
270,JEJ,P11,49,P110049,,Habia,rubica,Habia_rubica,Passeriformes,Cardinalidae,,,,,,,,,,
276,JEJ,P11,69,P110069,,Habia,rubica,Habia_rubica,Passeriformes,Cardinalidae,,Myrsidea,Myrsidea,habiae?,0,0,2,,2,
276,JEJ,P11,69,P110069,,Habia,rubica,Habia_rubica,Passeriformes,Cardinalidae,,,,,,,,,,
276,JEJ,P11,69,P110069,,Habia,rubica,Habia_rubica,Passeriformes,Cardinalidae,,,,,,,,,,
348,JEJ,P11,6058,P116058,,Habia,rubica,Habia_rubica,Passeriformes,Cardinalidae,,Myrsidea,Myrsidea,habiae?,5,4,6,,15,
348,JEJ,P11,6058,P116058,,Habia,rubica,Habia_rubica,Passeriformes,Cardinalidae,,,,,,,,,,
348,JEJ,P11,6058,P116058,,Habia,rubica,Habia_rubica,Passeriformes,Cardinalidae,,,,,,,,,,
352,JEJ,P11,6085,P116085,,Habia,rubica,Habia_rubica,Passeriformes,Cardinalidae,,Myrsidea,Myrsidea,habiae?,2,4,5,,11,
352,JEJ,P11,6085,P116085,,Habia,rubica,Habia_rubica,Passeriformes,Cardinalidae,,,,,,,,,,
352,JEJ,P11,6085,P116085,,Habia,rubica,Habia_rubica,Passeriformes,Cardinalidae,,,,,,,,,,
374,JEJ,P12,713,P120713,,Habia,rubica,Habia_rubica,Passeriformes,Cardinalidae,,Myrsidea,Myrsidea,habiae?,1,1,1,,3,
374,JEJ,P12,713,P120713,,Habia,rubica,Habia_rubica,Passeriformes,Cardinalidae,,,,,,,,,,
374,JEJ,P12,713,P120713,,Habia,rubica,Habia_rubica,Passeriformes,Cardinalidae,,,,,,,,,,
375,JEJ,P12,913,P120913,,Habia,rubica,Habia_rubica,Passeriformes,Cardinalidae,,Myrsidea,Myrsidea,habiae?,0,0,1,,1,
375,JEJ,P12,913,P120913,,Habia,rubica,Habia_rubica,Passeriformes,Cardinalidae,,,,,,,,,,
375,JEJ,P12,913,P120913,,Habia,rubica,Habia_rubica,Passeriformes,Cardinalidae,,,,,,,,,,
112,JUM,,1007,1007,,Hafferia,fortis,Hafferia_fortis,Passeriformes,Thamnophilidae,Yes,Myrsidea,Myrsidea,new sp?,0,0,1,,1,L-03
112,JUM,,1007,1007,,Hafferia,fortis,Hafferia_fortis,Passeriformes,Thamnophilidae,Yes,,,,,,,,,
112,JUM,,1007,1007,,Hafferia,fortis,Hafferia_fortis,Passeriformes,Thamnophilidae,Yes,,,,,,,,,
103,JUM,,M851,M851,,Hafferia,fortis,Hafferia_fortis,Passeriformes,Thamnophilidae,Yes,Myrsidea,Myrsidea,new sp?,0,2,6,,8,L-03
103,JUM,,M851,M851,,Hafferia,fortis,Hafferia_fortis,Passeriformes,Thamnophilidae,Yes,,,,,,,,,
103,JUM,,M851,M851,,Hafferia,fortis,Hafferia_fortis,Passeriformes,Thamnophilidae,Yes,,,,,,,,,
455,JEJ,W13,850,W130850,,Haplospiza,rustica,Haplospiza_rustica,Passeriformes,Thraupidae,,Brueelia?,Brueelia,new sp?,1,1,0,,2,
455,JEJ,W13,850,W130850,,Haplospiza,rustica,Haplospiza_rustica,Passeriformes,Thraupidae,,,,,,,,,,
455,JEJ,W13,850,W130850,,Haplospiza,rustica,Haplospiza_rustica,Passeriformes,Thraupidae,,,,,,,,,,
16,JUM,,V245,V245,,Heterocercus,aurantiivertex,Heterocercus_aurantiivertex,Passeriformes,Pipridae,Yes,Myrsidea,Myrsidea,(andyolsoni?),1,0,3,,4,L-01
16,JUM,,V245,V245,,Heterocercus,aurantiivertex,Heterocercus_aurantiivertex,Passeriformes,Pipridae,Yes,,,,,,,,0,
16,JUM,,V245,V245,,Heterocercus,aurantiivertex,Heterocercus_aurantiivertex,Passeriformes,Pipridae,Yes,,,,,,,,,
230,JEJ,P13,187,P130187,,Hylophylax,naevius,Hylophylax_naevius,Passeriformes,Thamnophilidae,,Myrsidea,Myrsidea,new sp?,0,1,0,,1,
230,JEJ,P13,187,P130187,,Hylophylax,naevius,Hylophylax_naevius,Passeriformes,Thamnophilidae,,,,,,,,,,
230,JEJ,P13,187,P130187,,Hylophylax,naevius,Hylophylax_naevius,Passeriformes,Thamnophilidae,,,,,,,,,,
443,JEJ,TL12,60,TL120060,,Iridosornis,analis,Iridosornis_analis,Passeriformes,Thraupidae,,Myrsidea,Myrsidea,new sp?,0,1,0,,1,
443,JEJ,TL12,60,TL120060,,Iridosornis,analis,Iridosornis_analis,Passeriformes,Thraupidae,,,,,,,,,,
443,JEJ,TL12,60,TL120060,,Iridosornis,analis,Iridosornis_analis,Passeriformes,Thraupidae,,,,,,,,,,
444,JEJ,TL12,62,TL120062,,Iridosornis,analis,Iridosornis_analis,Passeriformes,Thraupidae,,Myrsidea,Myrsidea,new sp?,1,2,2,,5,
444,JEJ,TL12,62,TL120062,,Iridosornis,analis,Iridosornis_analis,Passeriformes,Thraupidae,,,,,,,,,,
444,JEJ,TL12,62,TL120062,,Iridosornis,analis,Iridosornis_analis,Passeriformes,Thraupidae,,,,,,,,,,
221,JEJ,W12,412,W120412,,Iridosornis,jelskii,Iridosornis_jelskii,Passeriformes,"Thraupidae
",,Myrsidea,Myrsidea,new sp?,0,0,1,,1,
221,JEJ,W12,412,W120412,,Iridosornis,jelskii,Iridosornis_jelskii,Passeriformes,"Thraupidae
",,,,,,,,,,
221,JEJ,W12,412,W120412,,Iridosornis,jelskii,Iridosornis_jelskii,Passeriformes,"Thraupidae
",,,,,,,,,,
244,JEJ,W13,360,W130360,,Iridosornis,jelskii,Iridosornis_jelskii,Passeriformes,"Thraupidae
",,Myrsidea,Myrsidea,new sp?,1,0,1,,2,
244,JEJ,W13,360,W130360,,Iridosornis,jelskii,Iridosornis_jelskii,Passeriformes,"Thraupidae
",,,,,,,,,,
244,JEJ,W13,360,W130360,,Iridosornis,jelskii,Iridosornis_jelskii,Passeriformes,"Thraupidae
",,,,,,,,,,
250,JEJ,W13,637,W130637,,Iridosornis,jelskii,Iridosornis_jelskii,Passeriformes,"Thraupidae
",,Myrsidea,Myrsidea,new sp?,3,2,2,,7,
250,JEJ,W13,637,W130637,,Iridosornis,jelskii,Iridosornis_jelskii,Passeriformes,"Thraupidae
",,,,,,,,,,
250,JEJ,W13,637,W130637,,Iridosornis,jelskii,Iridosornis_jelskii,Passeriformes,"Thraupidae
",,,,,,,,,,
251,JEJ,W13,676,W130676,,Iridosornis,jelskii,Iridosornis_jelskii,Passeriformes,"Thraupidae
",,Philopteridae,Philopteridae,new sp?,3,0,0,,3,
251,JEJ,W13,676,W130676,,Iridosornis,jelskii,Iridosornis_jelskii,Passeriformes,"Thraupidae
",,Myrsidea,Myrsidea,new sp?,3,1,1,0,5,
251,JEJ,W13,676,W130676,,Iridosornis,jelskii,Iridosornis_jelskii,Passeriformes,"Thraupidae
",,,,,,,,,,
258,JEJ,W13,897,W130897,,Iridosornis,jelskii,Iridosornis_jelskii,Passeriformes,"Thraupidae
",,Myrsidea,Myrsidea,new sp?,0,1,0,,1,
258,JEJ,W13,897,W130897,,Iridosornis,jelskii,Iridosornis_jelskii,Passeriformes,"Thraupidae
",,,,,,,,,,
258,JEJ,W13,897,W130897,,Iridosornis,jelskii,Iridosornis_jelskii,Passeriformes,"Thraupidae
",,,,,,,,,,
259,JEJ,W13,898,W130898,,Iridosornis,jelskii,Iridosornis_jelskii,Passeriformes,"Thraupidae
",,Myrsidea,Myrsidea,new sp?,10,6,3,,19,
259,JEJ,W13,898,W130898,,Iridosornis,jelskii,Iridosornis_jelskii,Passeriformes,"Thraupidae
",,,,,,,,,,
259,JEJ,W13,898,W130898,,Iridosornis,jelskii,Iridosornis_jelskii,Passeriformes,"Thraupidae
",,,,,,,,,,
223,JEJ,W12,1001,W121001,,Kleinothraupis,atropileus,Kleinothraupis_atropileus,Passeriformes,"Thraupidae
",,Philopteridae,Philopteridae,new sp?,1,0,1,,2,
223,JEJ,W12,1001,W121001,,Kleinothraupis,atropileus,Kleinothraupis_atropileus,Passeriformes,"Thraupidae
",,,,,,,,,,
223,JEJ,W12,1001,W121001,,Kleinothraupis,atropileus,Kleinothraupis_atropileus,Passeriformes,"Thraupidae
",,,,,,,,,,
225,JEJ,W12,1044,W121044,,Kleinothraupis,atropileus,Kleinothraupis_atropileus,Passeriformes,"Thraupidae
",,Philopteridae,Philopteridae,new sp?,6,1,2,,9,
225,JEJ,W12,1044,W121044,,Kleinothraupis,atropileus,Kleinothraupis_atropileus,Passeriformes,"Thraupidae
",,,,,,,,,,
225,JEJ,W12,1044,W121044,,Kleinothraupis,atropileus,Kleinothraupis_atropileus,Passeriformes,"Thraupidae
",,,,,,,,,,
247,JEJ,W13,453,W130453,,Kleinothraupis,atropileus,Kleinothraupis_atropileus,Passeriformes,"Thraupidae
",,Myrsidea,Myrsidea,new sp?,0,3,1,,4,
247,JEJ,W13,453,W130453,,Kleinothraupis,atropileus,Kleinothraupis_atropileus,Passeriformes,"Thraupidae
",,,,,,,,,,
247,JEJ,W13,453,W130453,,Kleinothraupis,atropileus,Kleinothraupis_atropileus,Passeriformes,"Thraupidae
",,,,,,,,,,
125,JEJ,,P115976,P115976,,Lanio,versicolor,Lanio_versicolor,Passeriformes,Thraupidae,Yes,Myrsidea,Myrsidea,new sp?,5,2,13,,20,L-03
125,JEJ,,P115976,P115976,,Lanio,versicolor,Lanio_versicolor,Passeriformes,Thraupidae,Yes,,,,,,,,,
125,JEJ,,P115976,P115976,,Lanio,versicolor,Lanio_versicolor,Passeriformes,Thraupidae,Yes,,,,,,,,,
156,JEJ,P11,6172,P116172,,Lanio,versicolor,Lanio_versicolor,Passeriformes,Thraupidae,Yes,Myrsidea,Myrsidea,new sp?,1,0,0,,5,L-04
156,JEJ,P11,6172,P116172,,Lanio,versicolor,Lanio_versicolor,Passeriformes,Thraupidae,Yes,,,,,,,,,
156,JEJ,P11,6172,P116172,,Lanio,versicolor,Lanio_versicolor,Passeriformes,Thraupidae,Yes,,,,,,,,,
164,JEJ,P11,6232,P116232,,Lanio,versicolor,Lanio_versicolor,Passeriformes,Thraupidae,Yes,Myrsidea,Myrsidea,new sp?,1,0,0,,1,L-04
164,JEJ,P11,6232,P116232,,Lanio,versicolor,Lanio_versicolor,Passeriformes,Thraupidae,Yes,,,,,,,,,
164,JEJ,P11,6232,P116232,,Lanio,versicolor,Lanio_versicolor,Passeriformes,Thraupidae,Yes,,,,,,,,,
229,JEJ,P13,233,P130233,,Lanio,versicolor,Lanio_versicolor,Passeriformes,Thraupidae,,Myrsidea,Myrsidea,new sp?,0,1,1,,2,
229,JEJ,P13,233,P130233,,Lanio,versicolor,Lanio_versicolor,Passeriformes,Thraupidae,,,,,,,,,,
229,JEJ,P13,233,P130233,,Lanio,versicolor,Lanio_versicolor,Passeriformes,Thraupidae,,,,,,,,,,
349,JEJ,P11,6059,P116059,,Laniocera,hypopyrra,Laniocera_hypopyrra,Passeriformes,"Tityridae
",,Cotingacola,Cotingacola,lutzae?,0,1,0,,1,
349,JEJ,P11,6059,P116059,,Laniocera,hypopyrra,Laniocera_hypopyrra,Passeriformes,"Tityridae
",,,,,,,,,,
349,JEJ,P11,6059,P116059,,Laniocera,hypopyrra,Laniocera_hypopyrra,Passeriformes,"Tityridae
",,,,,,,,,,
363,JEJ,P11,6131,P116131,,Laniocera,hypopyrra,Laniocera_hypopyrra,Passeriformes,"Tityridae
",,Cotingacola,Cotingacola,lutzae?,3,4,3,,10,
363,JEJ,P11,6131,P116131,,Laniocera,hypopyrra,Laniocera_hypopyrra,Passeriformes,"Tityridae
",,,,,,,,,,
363,JEJ,P11,6131,P116131,,Laniocera,hypopyrra,Laniocera_hypopyrra,Passeriformes,"Tityridae
",,,,,,,,,,
108,JUM,,M884,M884,,Lepidothrix,coronata,Lepidothrix_coronata,Passeriformes,Pipridae,Yes?,Ricinus,Ricinus,new sp?/contamination?,1,0,0,,1,L-03
108,JUM,,M884,M884,,Lepidothrix,coronata,Lepidothrix_coronata,Passeriformes,Pipridae,Yes?,,,,,,,,,
108,JUM,,M884,M884,,Lepidothrix,coronata,Lepidothrix_coronata,Passeriformes,Pipridae,Yes?,,,,,,,,,
275,JEJ,P11,63,P110063,,Lepidothrix,coronata,Lepidothrix_coronata,Passeriformes,Pipridae,,Philopteridae,Philopteridae,new sp?,0,0,1,,1,
275,JEJ,P11,63,P110063,,Lepidothrix,coronata,Lepidothrix_coronata,Passeriformes,Pipridae,,,,,,,,,,
275,JEJ,P11,63,P110063,,Lepidothrix,coronata,Lepidothrix_coronata,Passeriformes,Pipridae,,,,,,,,,,
339,JEJ,P11,6013,P116013,,Lepidothrix,coronata,Lepidothrix_coronata,Passeriformes,Pipridae,,Ricinus,Ricinus,new sp?/contamination?,2,1,0,,3,
339,JEJ,P11,6013,P116013,,Lepidothrix,coronata,Lepidothrix_coronata,Passeriformes,Pipridae,,Philopteridae,Philopteridae,new sp?,2,0,1,,3,
339,JEJ,P11,6013,P116013,,Lepidothrix,coronata,Lepidothrix_coronata,Passeriformes,Pipridae,,,,,,,,,,
255,JEJ,P11,129,P110129,,Leptopogon,amaurocephalus,Leptopogon_amaurocephalus,Passeriformes,"Tyrannidae
",,Myrsidea,Myrsidea,(leptopogoni or contopi or new?),0,1,1,,2,
255,JEJ,P11,129,P110129,,Leptopogon,amaurocephalus,Leptopogon_amaurocephalus,Passeriformes,"Tyrannidae
",,,,,,,,,,
255,JEJ,P11,129,P110129,,Leptopogon,amaurocephalus,Leptopogon_amaurocephalus,Passeriformes,"Tyrannidae
",,,,,,,,,,
256,JEJ,P11,406,P110406,,Leptopogon,amaurocephalus,Leptopogon_amaurocephalus,Passeriformes,"Tyrannidae
",,Myrsidea,Myrsidea,(leptopogoni or contopi or new?),1,2,2,,5,
256,JEJ,P11,406,P110406,,Leptopogon,amaurocephalus,Leptopogon_amaurocephalus,Passeriformes,"Tyrannidae
",,,,,,,,,,
256,JEJ,P11,406,P110406,,Leptopogon,amaurocephalus,Leptopogon_amaurocephalus,Passeriformes,"Tyrannidae
",,,,,,,,,,
257,JEJ,P11,5912,P115912,,Leptopogon,amaurocephalus,Leptopogon_amaurocephalus,Passeriformes,"Tyrannidae
",,Myrsidea,Myrsidea,(leptopogoni or contopi or new?),0,1,0,,1,
257,JEJ,P11,5912,P115912,,Leptopogon,amaurocephalus,Leptopogon_amaurocephalus,Passeriformes,"Tyrannidae
",,,,,,,,,,
257,JEJ,P11,5912,P115912,,Leptopogon,amaurocephalus,Leptopogon_amaurocephalus,Passeriformes,"Tyrannidae
",,,,,,,,,,
261,JEJ,P11,6225,P116225,,Leptopogon,amaurocephalus,Leptopogon_amaurocephalus,Passeriformes,"Tyrannidae
",,Myrsidea,Myrsidea,(leptopogoni or contopi or new?),5,6,4,,15,
261,JEJ,P11,6225,P116225,,Leptopogon,amaurocephalus,Leptopogon_amaurocephalus,Passeriformes,"Tyrannidae
",,,,,,,,,,
261,JEJ,P11,6225,P116225,,Leptopogon,amaurocephalus,Leptopogon_amaurocephalus,Passeriformes,"Tyrannidae
",,,,,,,,,,
262,JEJ,P12,659,P120659,2 males were found on counter,Leptopogon,amaurocephalus,Leptopogon_amaurocephalus,Passeriformes,"Tyrannidae
",,Myrsidea,Myrsidea,(leptopogoni or contopi or new?),5,4,2,,11,
262,JEJ,P12,659,P120659,2 males were found on counter,Leptopogon,amaurocephalus,Leptopogon_amaurocephalus,Passeriformes,"Tyrannidae
",,,,,,,,,,
262,JEJ,P12,659,P120659,2 males were found on counter,Leptopogon,amaurocephalus,Leptopogon_amaurocephalus,Passeriformes,"Tyrannidae
",,,,,,,,,,
263,JEJ,P12,679,P120679,,Leptopogon,amaurocephalus,Leptopogon_amaurocephalus,Passeriformes,"Tyrannidae
",,Philopteridae,Philopteridae,new sp?,2,0,0,,2,
263,JEJ,P12,679,P120679,,Leptopogon,amaurocephalus,Leptopogon_amaurocephalus,Passeriformes,"Tyrannidae
",,,,,,,,,,
263,JEJ,P12,679,P120679,,Leptopogon,amaurocephalus,Leptopogon_amaurocephalus,Passeriformes,"Tyrannidae
",,,,,,,,,,
264,JEJ,P12,1030,P121030,,Leptopogon,amaurocephalus,Leptopogon_amaurocephalus,Passeriformes,"Tyrannidae
",,Myrsidea,Myrsidea,(leptopogoni or contopi or new?),3,1,6,,10,
264,JEJ,P12,1030,P121030,,Leptopogon,amaurocephalus,Leptopogon_amaurocephalus,Passeriformes,"Tyrannidae
",,,,,,,,,,
264,JEJ,P12,1030,P121030,,Leptopogon,amaurocephalus,Leptopogon_amaurocephalus,Passeriformes,"Tyrannidae
",,,,,,,,,,
265,JEJ,P12,1606,P121606,,Leptopogon,amaurocephalus,Leptopogon_amaurocephalus,Passeriformes,"Tyrannidae
",,Myrsidea,Myrsidea,(leptopogoni or contopi or new?),2,2,0,,4,
265,JEJ,P12,1606,P121606,,Leptopogon,amaurocephalus,Leptopogon_amaurocephalus,Passeriformes,"Tyrannidae
",,,,,,,,,,
265,JEJ,P12,1606,P121606,,Leptopogon,amaurocephalus,Leptopogon_amaurocephalus,Passeriformes,"Tyrannidae
",,,,,,,,,,
171,JEJ,SP11,44,SP110044,,Leptopogon,superciliaris,Leptopogon_superciliaris,Passeriformes,Tyrannidae,No,Myrsidea,Myrsidea,leptopogoni?,3,1,1,,5,L-04
171,JEJ,SP11,44,SP110044,,Leptopogon,superciliaris,Leptopogon_superciliaris,Passeriformes,Tyrannidae,No,,,,,,,,,
171,JEJ,SP11,44,SP110044,,Leptopogon,superciliaris,Leptopogon_superciliaris,Passeriformes,Tyrannidae,No,,,,,,,,,
177,JEJ,SP11,340,SP110340,,Leptopogon,superciliaris,Leptopogon_superciliaris,Passeriformes,Tyrannidae,No,Myrsidea,Myrsidea,leptopogoni?,,,,,1,L-04
177,JEJ,SP11,340,SP110340,,Leptopogon,superciliaris,Leptopogon_superciliaris,Passeriformes,Tyrannidae,No,,,,,,,,,
177,JEJ,SP11,340,SP110340,,Leptopogon,superciliaris,Leptopogon_superciliaris,Passeriformes,Tyrannidae,No,,,,,,,,,
190,JEJ,SP12,93,SP120093,,Leptopogon,superciliaris,Leptopogon_superciliaris,Passeriformes,Tyrannidae,Yes,Philopterus s.l.?,Philopteridae,new sp? (Tyranniphilopterus?),1,0,0,,1,L-05
190,JEJ,SP12,93,SP120093,,Leptopogon,superciliaris,Leptopogon_superciliaris,Passeriformes,Tyrannidae,Yes,,,,,,,,,
190,JEJ,SP12,93,SP120093,,Leptopogon,superciliaris,Leptopogon_superciliaris,Passeriformes,Tyrannidae,Yes,,,,,,,,,
192,JEJ,SP12,662,SP120662,,Leptopogon,superciliaris,Leptopogon_superciliaris,Passeriformes,Tyrannidae,No,Myrsidea,Myrsidea,leptopogoni?,5,2,1,,8,L-05
192,JEJ,SP12,662,SP120662,,Leptopogon,superciliaris,Leptopogon_superciliaris,Passeriformes,Tyrannidae,No,,,,,,,,,
192,JEJ,SP12,662,SP120662,,Leptopogon,superciliaris,Leptopogon_superciliaris,Passeriformes,Tyrannidae,No,,,,,,,,,
194,JEJ,SP12,767,SP120767,,Leptopogon,superciliaris,Leptopogon_superciliaris,Passeriformes,Tyrannidae,No,Myrsidea,Myrsidea,leptopogoni?,1,3,0,,4,L-05
194,JEJ,SP12,767,SP120767,,Leptopogon,superciliaris,Leptopogon_superciliaris,Passeriformes,Tyrannidae,No,,,,,,,,,
194,JEJ,SP12,767,SP120767,,Leptopogon,superciliaris,Leptopogon_superciliaris,Passeriformes,Tyrannidae,No,,,,,,,,,
202,JEJ,SP12,1038,SP121038,,Leptopogon,superciliaris,Leptopogon_superciliaris,Passeriformes,Tyrannidae,Yes?,Menoponidae?,Menoponidae,Myrsidea leptopogoni?,0,0,1,,1,L-05
202,JEJ,SP12,1038,SP121038,,Leptopogon,superciliaris,Leptopogon_superciliaris,Passeriformes,Tyrannidae,Yes?,,,,,,,,,
202,JEJ,SP12,1038,SP121038,,Leptopogon,superciliaris,Leptopogon_superciliaris,Passeriformes,Tyrannidae,Yes?,,,,,,,,,
203,JEJ,SP12,1091,SP121091,,Leptopogon,superciliaris,Leptopogon_superciliaris,Passeriformes,Tyrannidae,No,Myrsidea,Myrsidea,leptopogoni?,1,0,0,,1,L-05
203,JEJ,SP12,1091,SP121091,,Leptopogon,superciliaris,Leptopogon_superciliaris,Passeriformes,Tyrannidae,No,,,,,,,,,
203,JEJ,SP12,1091,SP121091,,Leptopogon,superciliaris,Leptopogon_superciliaris,Passeriformes,Tyrannidae,No,,,,,,,,,
142,JEJ,SP12,1189,SP121189,,Malacoptila,fulvogularis,Malacoptila_fulvogularis,Piciformes,Bucconidae,Yes,Picicola?,Picicola,(osheai/striata),0,1,0,,1,L-04
142,JEJ,SP12,1189,SP121189,,Malacoptila,fulvogularis,Malacoptila_fulvogularis,Piciformes,Bucconidae,Yes,,,,,,,,,
142,JEJ,SP12,1189,SP121189,,Malacoptila,fulvogularis,Malacoptila_fulvogularis,Piciformes,Bucconidae,Yes,,,,,,,,,
48,JUM,,M541,M541,,Malacoptila,fusca,Malacoptila_fusca,Piciformes,Bucconidae,No,Picicola?,Picicola,osheai?,1,0,0,,1,L-02
48,JUM,,M541,M541,,Malacoptila,fusca,Malacoptila_fusca,Piciformes,Bucconidae,No,,,,,,,,0,
48,JUM,,M541,M541,,Malacoptila,fusca,Malacoptila_fusca,Piciformes,Bucconidae,No,,,,,,,,,
135,JEJ,P12,1372,P121372,,Malacoptila,semicincta,Malacoptila_semicincta,Piciformes,Bucconidae,No,Picicola?,Picicola,osheai?,2,0,0,,2,L-03
135,JEJ,P12,1372,P121372,,Malacoptila,semicincta,Malacoptila_semicincta,Piciformes,Bucconidae,No,,,,,,,,,
135,JEJ,P12,1372,P121372,,Malacoptila,semicincta,Malacoptila_semicincta,Piciformes,Bucconidae,No,,,,,,,,,
109,JUM,,890,890,,Manacus,manacus,Manacus_manacus,Passeriformes,Pipridae,No,Ricinus,Ricinus,pessimalis?,5,2,1,,8,L-03
109,JUM,,890,890,,Manacus,manacus,Manacus_manacus,Passeriformes,Pipridae,No,,,,,,,,,
109,JUM,,890,890,,Manacus,manacus,Manacus_manacus,Passeriformes,Pipridae,No,,,,,,,,,
111,JUM,,897,897,,Manacus,manacus,Manacus_manacus,Passeriformes,Pipridae,No,Myrsidea,Myrsidea,pessimalis?,4,1,0,,5,L-03
111,JUM,,897,897,,Manacus,manacus,Manacus_manacus,Passeriformes,Pipridae,No,,,,,,,,,
111,JUM,,897,897,,Manacus,manacus,Manacus_manacus,Passeriformes,Pipridae,No,,,,,,,,,
105,JUM,,M866,M866,,Manacus,manacus,Manacus_manacus,Passeriformes,Pipridae,No,Ricinus,Ricinus,pessimalis?,1,4,7,,10,L-03
105,JUM,,M866,M866,,Manacus,manacus,Manacus_manacus,Passeriformes,Pipridae,No,,,,,,,,,
105,JUM,,M866,M866,,Manacus,manacus,Manacus_manacus,Passeriformes,Pipridae,No,,,,,,,,,
106,JUM,,M867,M867,,Manacus,manacus,Manacus_manacus,Passeriformes,Pipridae,No,Ricinus,Ricinus,pessimalis?,1,0,0,,1,L-03
106,JUM,,M867,M867,,Manacus,manacus,Manacus_manacus,Passeriformes,Pipridae,No,,,,,,,,,
106,JUM,,M867,M867,,Manacus,manacus,Manacus_manacus,Passeriformes,Pipridae,No,,,,,,,,,
95,JUM,,V808,V808,,Manacus,manacus,Manacus_manacus,Passeriformes,Pipridae,No,Ricinus,Ricinus,pessimalis?,0,1,0,,1,L-03
95,JUM,,V808,V808,,Manacus,manacus,Manacus_manacus,Passeriformes,Pipridae,No,,,,,,,,,
95,JUM,,V808,V808,,Manacus,manacus,Manacus_manacus,Passeriformes,Pipridae,No,,,,,,,,,
5,JUM,,V90,V90,,Manacus,manacus,Manacus_manacus,Passeriformes,Pipridae,No,Philopterus,Philopterus,bruneri?,1,0,0,,1,L-01
5,JUM,,V90,V90,,Manacus,manacus,Manacus_manacus,Passeriformes,Pipridae,No,Ricinus,Ricinus,pessimalis?,0,0,2,,2,L-01
5,JUM,,V90,V90,,Manacus,manacus,Manacus_manacus,Passeriformes,Pipridae,No,,,,,,,,,
104,JUM,,M860,M860,,Megastictus,margaritatus,Megastictus_margaritatus,Passeriformes,Thamnophilidae,Yes,Myrsidea,Myrsidea,new sp?,0,0,1,,1,L-03
104,JUM,,M860,M860,,Megastictus,margaritatus,Megastictus_margaritatus,Passeriformes,Thamnophilidae,Yes,,,,,,,,,
104,JUM,,M860,M860,,Megastictus,margaritatus,Megastictus_margaritatus,Passeriformes,Thamnophilidae,Yes,,,,,,,,,
7,JUM,,V110,V110,,Megastictus,margaritatus,Megastictus_margaritatus,Passeriformes,Thamnophilidae,Yes,Myrsidea,Myrsidea,new sp?,5,5,4,,14,L-01
7,JUM,,V110,V110,,Megastictus,margaritatus,Megastictus_margaritatus,Passeriformes,Thamnophilidae,Yes,,,,,,,,0,
7,JUM,,V110,V110,,Megastictus,margaritatus,Megastictus_margaritatus,Passeriformes,Thamnophilidae,Yes,,,,,,,,,
12,JUM,,V187,V187,,Megastictus,margaritatus,Megastictus_margaritatus,Passeriformes,Thamnophilidae,Yes,Myrsidea,Myrsidea,new sp?,3,4,5,,12,L-01
12,JUM,,V187,V187,,Megastictus,margaritatus,Megastictus_margaritatus,Passeriformes,Thamnophilidae,Yes,,,,,,,,0,
12,JUM,,V187,V187,,Megastictus,margaritatus,Megastictus_margaritatus,Passeriformes,Thamnophilidae,Yes,,,,,,,,,
25,JUM,,V398,V398,,Megastictus,margaritatus,Megastictus_margaritatus,Passeriformes,Thamnophilidae,Yes,Myrsidea,Myrsidea,new sp?,3,3,6,,12,L-01
25,JUM,,V398,V398,,Megastictus,margaritatus,Megastictus_margaritatus,Passeriformes,Thamnophilidae,Yes,,,,,,,,0,
25,JUM,,V398,V398,,Megastictus,margaritatus,Megastictus_margaritatus,Passeriformes,Thamnophilidae,Yes,,,,,,,,,
89,JUM,,V739,V739,,Megastictus,margaritatus,Megastictus_margaritatus,Passeriformes,Thamnophilidae,Yes,Myrsidea,Myrsidea,new sp?,0,0,1,,1,L-02
89,JUM,,V739,V739,,Megastictus,margaritatus,Megastictus_margaritatus,Passeriformes,Thamnophilidae,Yes,,,,,,,,,
89,JUM,,V739,V739,,Megastictus,margaritatus,Megastictus_margaritatus,Passeriformes,Thamnophilidae,Yes,,,,,,,,,
90,JUM,,V744,V744,,Megastictus,margaritatus,Megastictus_margaritatus,Passeriformes,Thamnophilidae,Yes,Myrsidea,Myrsidea,new sp?,0,0,1,,1,L-02
90,JUM,,V744,V744,,Megastictus,margaritatus,Megastictus_margaritatus,Passeriformes,Thamnophilidae,Yes,,,,,,,,,
90,JUM,,V744,V744,,Megastictus,margaritatus,Megastictus_margaritatus,Passeriformes,Thamnophilidae,Yes,,,,,,,,,
91,JUM,,V746,V746,,Megastictus,margaritatus,Megastictus_margaritatus,Passeriformes,Thamnophilidae,Yes,Myrsidea,Myrsidea,new sp?,1,1,1,,3,L-03
91,JUM,,V746,V746,,Megastictus,margaritatus,Megastictus_margaritatus,Passeriformes,Thamnophilidae,Yes,,,,,,,,,
91,JUM,,V746,V746,,Megastictus,margaritatus,Megastictus_margaritatus,Passeriformes,Thamnophilidae,Yes,,,,,,,,,
