,sample,Sample_label,Sample_No,Full_Label,species_jetz,species_clean,species_binomial,family,sociality,mass_tidy,elevation_cat,foraging_cat,Powder.lvl,elevation_midpoint,ectoparasites_PA,general_diversity,Lice,Mites,Ticks,total_lice,Female,Male,Nimph,Eggs,total_mites,total_mesostigmatidae,total_no_feathers_mites,species_binomial.x,x,ectoparasite_code,species,species_taxonomy_SACC_2021,elevation_all_years,net_elevation,elevation,elevation_midpoint.1,Species_parameters,Station,X,day,month,year,full_date,date_status,date,year_seasonality,mass_individual_day,mass_ind_count,
758,110126,SP11,126,SP110126,Cyphorhinus_thoracicus,Cyphorhinus thoracicus,Cyphorhinus_thoracicus,Troglodytidae,0,32.136625,montane_manu,ground,low,1348,1,2,1,1,0,1,0,1,0,0,7,0,0,Cyphorhinus_thoracicus,818,1_10_2011_san_pedro_Cyphorhinus thoracicus,Cyphorhinus thoracicus,Cyphorhinus_thoracicus,1362,NA,1362,1348,Cyphorhinus thoracicus,san_pedro,NA,1,10,2011,2011-10-01,NA,2011-10-01,274,33.885,2,
782,121001,SP12,1001,SP121001,Cyphorhinus_thoracicus,Cyphorhinus thoracicus,Cyphorhinus_thoracicus,Troglodytidae,0,32.136625,montane_manu,ground,low,1348,1,2,1,1,0,1,0,1,0,0,7,1,1,Cyphorhinus_thoracicus,1928,24_9_2012_san_pedro_Cyphorhinus thoracicus,Cyphorhinus thoracicus,Cyphorhinus_thoracicus,1362,NA,1362,1348,Cyphorhinus thoracicus,san_pedro,NA,24,9,2012,2012-09-24,NA,2012-09-24,268,NA,NA,
787,121025,SP12,1025,SP121025,Cyphorhinus_thoracicus,Cyphorhinus thoracicus,Cyphorhinus_thoracicus,Troglodytidae,0,32.136625,montane_manu,ground,low,1348,1,1,0,1,0,0,0,0,0,0,20,20,20,Cyphorhinus_thoracicus,1941,27_9_2012_san_pedro_Cyphorhinus thoracicus,Cyphorhinus thoracicus,Cyphorhinus_thoracicus,1337,NA,1337,1348,Cyphorhinus thoracicus,san_pedro,NA,27,9,2012,2012-09-27,NA,2012-09-27,271,32.55,1,
788,121031,SP12,1031,SP121031,Cyphorhinus_thoracicus,Cyphorhinus thoracicus,Cyphorhinus_thoracicus,Troglodytidae,0,32.136625,montane_manu,ground,low,1348,1,2,1,1,0,2,0,0,2,0,54,16,16,Cyphorhinus_thoracicus,1942,27_9_2012_san_pedro_Cyphorhinus thoracicus,Cyphorhinus thoracicus,Cyphorhinus_thoracicus,1337,NA,1337,1348,Cyphorhinus thoracicus,san_pedro,NA,27,9,2012,2012-09-27,NA,2012-09-27,271,32.55,1,
790,121057,SP12,1057,SP121057,Cyphorhinus_thoracicus,Cyphorhinus thoracicus,Cyphorhinus_thoracicus,Troglodytidae,0,32.136625,montane_manu,ground,low,1348,1,1,0,1,0,0,0,0,0,0,30,0,0,Cyphorhinus_thoracicus,1959,29_9_2012_san_pedro_Cyphorhinus thoracicus,Cyphorhinus thoracicus,Cyphorhinus_thoracicus,1337,NA,1337,1348,Cyphorhinus thoracicus,san_pedro,NA,29,9,2012,2012-09-29,NA,2012-09-29,273,31.31,5,
791,121059,SP12,1059,SP121059,Cyphorhinus_thoracicus,Cyphorhinus thoracicus,Cyphorhinus_thoracicus,Troglodytidae,0,32.136625,montane_manu,ground,none,1348,1,1,0,1,0,0,0,0,0,0,2,2,2,Cyphorhinus_thoracicus,1960,29_9_2012_san_pedro_Cyphorhinus thoracicus,Cyphorhinus thoracicus,Cyphorhinus_thoracicus,1337,NA,1337,1348,Cyphorhinus thoracicus,san_pedro,NA,29,9,2012,2012-09-29,NA,2012-09-29,273,31.31,5,
792,121064,SP12,1064,SP121064,Cyphorhinus_thoracicus,Cyphorhinus thoracicus,Cyphorhinus_thoracicus,Troglodytidae,0,32.136625,montane_manu,ground,med,1348,1,1,0,1,0,0,0,0,0,0,229,0,0,Cyphorhinus_thoracicus,1961,29_9_2012_san_pedro_Cyphorhinus thoracicus,Cyphorhinus thoracicus,Cyphorhinus_thoracicus,1337,NA,1337,1348,Cyphorhinus thoracicus,san_pedro,NA,29,9,2012,2012-09-29,NA,2012-09-29,273,18.3,1,
793,121065,SP12,1065,SP121065,Cyphorhinus_thoracicus,Cyphorhinus thoracicus,Cyphorhinus_thoracicus,Troglodytidae,0,32.136625,montane_manu,ground,low,1348,1,1,0,1,0,0,0,0,0,0,78,0,0,Cyphorhinus_thoracicus,1962,29_9_2012_san_pedro_Cyphorhinus thoracicus,Cyphorhinus thoracicus,Cyphorhinus_thoracicus,1337,NA,1337,1348,Cyphorhinus thoracicus,san_pedro,NA,29,9,2012,2012-09-29,NA,2012-09-29,273,31.31,5,
794,121066,SP12,1066,SP121066,Cyphorhinus_thoracicus,Cyphorhinus thoracicus,Cyphorhinus_thoracicus,Troglodytidae,0,32.136625,montane_manu,ground,low,1348,1,1,0,1,0,0,0,0,0,0,85,31,31,Cyphorhinus_thoracicus,1963,29_9_2012_san_pedro_Cyphorhinus thoracicus,Cyphorhinus thoracicus,Cyphorhinus_thoracicus,1337,NA,1337,1348,Cyphorhinus thoracicus,san_pedro,NA,29,9,2012,2012-09-29,NA,2012-09-29,273,31.31,5,
807,121273,SP12,1273,SP121273,Cyphorhinus_thoracicus,Cyphorhinus thoracicus,Cyphorhinus_thoracicus,Troglodytidae,0,32.136625,montane_manu,ground,low,1348,1,1,0,1,0,0,0,0,0,0,99,83,83,Cyphorhinus_thoracicus,2116,7_11_2012_san_pedro_Cyphorhinus thoracicus,Cyphorhinus thoracicus,Cyphorhinus_thoracicus,1307,NA,1307,1348,Cyphorhinus thoracicus,san_pedro,NA,7,11,2012,2012-11-07,NA,2012-11-07,312,29.9,1,
734,121325,SP12,1325,SP121325,Cyphorhinus_thoracicus,Cyphorhinus thoracicus,Cyphorhinus_thoracicus,Troglodytidae,0,32.136625,montane_manu,ground,low,1348,1,1,0,1,0,0,0,0,0,0,25,13,13,Cyphorhinus_thoracicus,2200,11_11_2012_san_pedro_Cyphorhinus thoracicus,Cyphorhinus thoracicus,Cyphorhinus_thoracicus,1262,NA,1262,1348,Cyphorhinus thoracicus,san_pedro,NA,11,11,2012,2012-11-11,NA,2012-11-11,316,30.78333333,3,
637,116048,P11,6048,P116048,Deconychura_longicauda,Deconychura longicauda,Deconychura_longicauda,Dendrocolaptidae,1,30.6912,lowland_manu,midhigh,med,439,1,2,0,1,1,0,0,0,0,0,4,0,0,Deconychura_longicauda,68,14_8_2011_pantiacolla_Deconychura longicauda,Deconychura longicauda,Deconychura_longicauda,415,NA,415,439,Deconychura longicauda,pantiacolla,NA,14,8,2011,2011-08-14,NA,2011-08-14,226,23.83,1,
649,116089,P11,6089,P116089,Deconychura_longicauda,Deconychura longicauda,Deconychura_longicauda,Dendrocolaptidae,1,30.6912,lowland_manu,midhigh,med,439,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,103,15_8_2011_pantiacolla_Deconychura longicauda,Deconychura longicauda,Deconychura_longicauda,415,NA,415,439,Deconychura longicauda,pantiacolla,NA,15,8,2011,2011-08-15,NA,2011-08-15,227,28.74,1,
670,116261,P11,6261,P116261,Deconychura_longicauda,Deconychura longicauda,Deconychura_longicauda,Dendrocolaptidae,1,30.6912,lowland_manu,midhigh,med,439,1,1,0,1,0,0,0,0,0,0,217,46,46,Deconychura_longicauda,229,20_8_2011_pantiacolla_Deconychura longicauda,Deconychura longicauda,Deconychura_longicauda,600,NA,600,439,Deconychura longicauda,pantiacolla,NA,20,8,2011,2011-08-20,NA,2011-08-20,232,31.32,1,
736,130332,P13,332,P130332,Deconychura_longicauda,Deconychura longicauda,Deconychura_longicauda,Dendrocolaptidae,1,30.6912,lowland_manu,midhigh,low,439,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,3038,16_9_2013_pantiacolla_Deconychura longicauda,Deconychura longicauda,Deconychura_longicauda,415,NA,415,439,Deconychura longicauda,pantiacolla,NA,16,9,2013,2013-09-16,NA,2013-09-16,259,30,1,
742,130392,P13,392,P130392,Deconychura_longicauda,Deconychura longicauda,Deconychura_longicauda,Dendrocolaptidae,1,30.6912,lowland_manu,midhigh,high,439,1,1,0,1,0,0,0,0,0,0,5,0,0,Deconychura_longicauda,3086,20_9_2013_pantiacolla_Deconychura longicauda,Deconychura longicauda,Deconychura_longicauda,410,NA,410,439,Deconychura longicauda,pantiacolla,NA,20,9,2013,2013-09-20,NA,2013-09-20,263,29.64,1,
650,116092,P11,6092,P116092,Dichrozona_cincta,Dichrozona cincta,Dichrozona_cincta,Thamnophilidae,0,14.8,lowland_manu,ground,med,417,1,1,0,1,0,0,0,0,0,0,46,0,0,Dichrozona_cincta,122,15_8_2011_pantiacolla_Dichrozona cincta,Dichrozona cincta,Dichrozona_cincta,415,NA,415,417,Dichrozona cincta,pantiacolla,NA,15,8,2011,2011-08-15,NA,2011-08-15,227,14.8,1,
845,120070,SP12,70,SP120070,Diglossa_glauca,Diglossa glauca,Diglossa_glauca,Thraupidae,1,12.82984848,montane_manu,midhigh,low,1758,1,2,1,1,0,4,2,1,1,yes,118,0,0,Diglossa_glauca,2228,29_6_2012_san_pedro_Diglossa glauca,Diglossa glauca,Diglossa_glauca,1387,NA,1387,1758,Diglossa glauca,san_pedro,NA,29,6,2012,2012-06-29,NA,2012-06-29,181,12.12,1,
873,120691,W12,691,W120691,Dubusia_taeniata,Dubusia taeniata,Dubusia_taeniata,Thraupidae,0,38.46333333,high_montane_manu,understory,med,2734,1,1,0,1,0,0,0,0,0,0,52,0,0,Dubusia_taeniata,2661,15_10_2012_wayqecha_Dubusia taeniata,Dubusia taeniata,Dubusia_taeniata,2742,NA,2742,2734,Dubusia taeniata,wayqecha,NA,15,10,2012,2012-10-15,NA,2012-10-15,289,40.42,1,
584,110396,P11,396,P110396,Epinecrophylla_erythrura,Epinecrophylla erythrura,Epinecrophylla_erythrura,Thamnophilidae,1,10.562,lowland_manu,midhigh,low,424,1,2,1,1,0,1,0,0,1,0,1,0,1,Epinecrophylla_erythrura,657,2_11_2011_pantiacolla_Epinecrophylla erythrura,Epinecrophylla erythrura,Epinecrophylla_erythrura,414,NA,414,424,Epinecrophylla erythrura,pantiacolla,NA,2,11,2011,2011-11-02,NA,2011-11-02,306,11.1,1,
252,110318,P11,318,P110318,Epinecrophylla_leucophthalma,Epinecrophylla leucophthalma,Epinecrophylla_leucophthalma,Thamnophilidae,1,10.10645161,lowland_manu,understory,low,415,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,4151,25_10_2011_pantiacolla_Epinecrophylla leucophthalma,NA,Epinecrophylla_leucophthalma,NA,NA,410,415,Epinecrophylla leucophthalma,pantiacolla,NA,25,10,2011,2011-10-25,NA,2011-10-25,298,NA,NA,
634,116037,P11,6037,P116037,Epinecrophylla_leucophthalma,Epinecrophylla leucophthalma,Epinecrophylla_leucophthalma,Thamnophilidae,1,10.10645161,lowland_manu,understory,low,415,1,1,0,1,0,0,0,0,0,0,4,0,0,Epinecrophylla_leucophthalma,64,14_8_2011_pantiacolla_Epinecrophylla leucophthalma,Epinecrophylla leucophthalma,Epinecrophylla_leucophthalma,415,NA,415,415,Epinecrophylla leucophthalma,pantiacolla,NA,14,8,2011,2011-08-14,NA,2011-08-14,226,10.525,2,
544,110273,P11,273,P110273,Euphonia_xanthogaster,Euphonia xanthogaster,Euphonia_xanthogaster,Thraupidae,1,13.62148594,lowland_manu,midhigh,low,1337,1,1,0,1,0,0,0,0,0,0,19,0,0,Euphonia_xanthogaster,585,19_10_2011_pantiacolla_Euphonia xanthogaster,Euphonia xanthogaster,Euphonia_xanthogaster,422,NA,422,1337,Euphonia xanthogaster,pantiacolla,NA,19,10,2011,2011-10-19,NA,2011-10-19,292,14.1,1,
170,110098,SP11,98,SP110098,Eutoxeres_condamini,Eutoxeres condamini,Eutoxeres_condamini,Trochilidae,0,9.882727273,montane_manu,understory,low,1309,1,1,0,1,0,0,0,0,0,0,6,0,0,Eutoxeres_condamini,763,25_9_2011_san_pedro_Basileuterus tristriatus,Basileuterus tristriatus,Basileuterus_tristriatus,1395,NA,1395,1309,Basileuterus tristriatus,san_pedro,NA,25,9,2011,2011-09-25,NA,2011-09-25,268,12.145,2,
2,116125,NA,P116125,P116125,Formicarius_analis,Formicarius analis,Formicarius_analis,Formicariidae,0,57.04347826,lowland_manu,ground,low,430,1,1,0,1,0,0,0,0,0,0,18,0,16,Formicarius_analis,130,16_8_2011_pantiacolla_Formicarius analis,Formicarius analis,Formicarius_analis,415,NA,415,430,Formicarius analis,pantiacolla,NA,16,8,2011,2011-08-16,NA,2011-08-16,228,62.95,1,
9,120112,NA,VC120112,VC120112,Formicarius_analis,Formicarius analis,Formicarius_analis,Formicariidae,0,57.04347826,lowland_manu,ground,low,430,1,1,1,0,0,4,1,1,2,0,0,0,0,NA,2298,16_9_2012_villa_carmen_Formicarius analis,Formicarius analis,Formicarius_analis,604,NA,604,430,Formicarius analis,villa_carmen,NA,16,9,2012,2012-09-16,NA,2012-09-16,260,55.87,1,
1,120622,NA,P120622,P120622,Formicarius_analis,Formicarius analis,Formicarius_analis,Formicariidae,0,57.04347826,lowland_manu,ground,med,430,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1061,25_6_2012_pantiacolla_Formicarius analis,Formicarius analis,Formicarius_analis,438,NA,438,430,Formicarius analis,pantiacolla,NA,25,6,2012,2012-06-25,NA,2012-06-25,177,51,1,
3,120778,NA,P120778,P120778,Formicarius_analis,Formicarius analis,Formicarius_analis,Formicariidae,0,57.04347826,lowland_manu,ground,very low,430,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1131,12_7_2012_pantiacolla_Formicarius analis,Formicarius analis,Formicarius_analis,NA,NA,NA,430,Formicarius analis,pantiacolla,NA,12,7,2012,2012-07-12,NA,2012-07-12,194,56.1,1,
4,120896,NA,P120896,P120896,Formicarius_analis,Formicarius analis,Formicarius_analis,Formicariidae,0,57.04347826,lowland_manu,ground,low,430,1,1,0,1,0,0,0,0,0,0,3,0,0,Formicarius_analis,1175,21_8_2012_pantiacolla_Formicarius analis,Formicarius analis,Formicarius_analis,NA,NA,NA,430,Formicarius analis,pantiacolla,NA,21,8,2012,2012-08-21,NA,2012-08-21,234,62,1,
5,121420,NA,P121420,P121420,Formicarius_analis,Formicarius analis,Formicarius_analis,Formicariidae,0,57.04347826,lowland_manu,ground,very low,430,1,1,0,1,0,0,0,0,0,0,7,0,6,Formicarius_analis,1393,26_10_2012_pantiacolla_Formicarius analis,Formicarius analis,Formicarius_analis,385,NA,385,430,Formicarius analis,pantiacolla,NA,26,10,2012,2012-10-26,NA,2012-10-26,300,60.215,2,
6,121421,NA,P121421,P121421,Formicarius_analis,Formicarius analis,Formicarius_analis,Formicariidae,0,57.04347826,lowland_manu,ground,low,430,1,1,0,1,0,0,0,0,0,0,2,0,1,Formicarius_analis,1394,26_10_2012_pantiacolla_Formicarius analis,Formicarius analis,Formicarius_analis,385,NA,385,430,Formicarius analis,pantiacolla,NA,26,10,2012,2012-10-26,NA,2012-10-26,300,60.215,2,
285,120085,NA,P120085,P120085,Formicarius_rufipectus,Formicarius rufipectus,Formicarius_rufipectus,Formicariidae,0,63.83571429,lowland_manu,ground,very low,1431,1,1,1,0,0,5,0,3,2,0,0,0,0,NA,NA,NA,NA,Formicarius_rufipectus,NA,NA,NA,1431,NA,NA,NA,NA,NA,NA,NA,check date,NA,NA,NA,NA,
67,120878,SP12,SP120878,SP120878,Galbula_cyanescens,Galbula cyanescens,Galbula_cynescens,Galbulidae,1,24.96074074,montane_manu,midhigh,low,486.5,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1671,30_8_2012_san_pedro_Galbula cyanescens,Galbula cyanescens,Galbula_cyanescens,1376,NA,1376,486.5,Galbula cyanescens,san_pedro,NA,30,8,2012,2012-08-30,NA,2012-08-30,243,25.7,1,
97,130765,P13,765,P130765,Galbula_cyanescens,Galbula cyanescens,Galbula_cyanescens,Galbulidae,1,24.96074074,lowland_manu,midhigh,very low,486.5,1,1,1,0,0,1,0,1,0,0,0,0,0,NA,3194,13_10_2013_pantiacolla_Galbula cyanescens,Galbula cyanescens,Galbula_cyanescens,392,NA,392,486.5,Galbula cyanescens,pantiacolla,NA,13,10,2013,2013-10-13,NA,2013-10-13,286,24.635,2,
485,110057,P11,57,P110057,Geotrygon_montana,Geotrygon montana,Geotrygon_montana,Columbidae,0,114.4062791,lowland_manu,ground,high,426,1,2,1,1,0,2,0,0,1,0,2,0,0,Geotrygon_montana,467,29_9_2011_pantiacolla_Geotrygon montana,Geotrygon montana,Geotrygon_montana,381,NA,381,426,Geotrygon montana,pantiacolla,NA,29,9,2011,2011-09-29,NA,2011-09-29,272,113,2,
486,110058,P11,58,P110058,Geotrygon_montana,Geotrygon montana,Geotrygon_montana,Columbidae,0,114.4062791,lowland_manu,ground,med,426,1,2,1,1,0,3,2,1,0,0,56,0,3,Geotrygon_montana,468,29_9_2011_pantiacolla_Geotrygon montana,Geotrygon montana,Geotrygon_montana,381,NA,381,426,Geotrygon montana,pantiacolla,NA,29,9,2011,2011-09-29,NA,2011-09-29,272,113,2,
504,110106,P11,106,P110106,Geotrygon_montana,Geotrygon montana,Geotrygon_montana,Columbidae,0,114.4062791,lowland_manu,ground,low,426,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,502,5_10_2011_pantiacolla_Geotrygon montana,Geotrygon montana,Geotrygon_montana,397,NA,397,426,Geotrygon montana,pantiacolla,NA,5,10,2011,2011-10-05,NA,2011-10-05,278,106,2,
505,110107,P11,107,P110107,Geotrygon_montana,Geotrygon montana,Geotrygon_montana,Columbidae,0,114.4062791,lowland_manu,ground,low,426,1,2,1,1,0,8,1,2,4,0,9,0,0,Geotrygon_montana,503,5_10_2011_pantiacolla_Geotrygon montana,Geotrygon montana,Geotrygon_montana,397,NA,397,426,Geotrygon montana,pantiacolla,NA,5,10,2011,2011-10-05,NA,2011-10-05,278,106,2,
590,110417,P11,417,P110417,Geotrygon_montana,Geotrygon montana,Geotrygon_montana,Columbidae,0,114.4062791,lowland_manu,ground,low,426,1,2,1,1,0,1,0,1,0,0,5,0,2,Geotrygon_montana,668,5_11_2011_pantiacolla_Geotrygon montana,Geotrygon montana,Geotrygon_montana,422,NA,422,426,Geotrygon montana,pantiacolla,NA,5,11,2011,2011-11-05,NA,2011-11-05,309,106,1,
126,116231,P11,6231,P116231,Glyphorynchus_spirurus,Glyphorynchus spirurus,Glyphorynchus_spirurus,Dendrocolaptidae,1,15.41370221,lowland_manu,canopy,low,421,1,2,1,1,0,7,3,1,3,0,10,0,0,Glyphorynchus_spirurus,217,19_8_2011_pantiacolla_Glyphorynchus spirurus,Glyphorynchus spirurus,Glyphorynchus_spirurus,600,NA,600,421,Glyphorynchus spirurus,pantiacolla,NA,19,8,2011,2011-08-19,NA,2011-08-19,231,18.41,2,
146,116420,P11,6420,P116420,Glyphorynchus_spirurus,Glyphorynchus spirurus,Glyphorynchus_spirurus,Dendrocolaptidae,1,15.41370221,lowland_manu,canopy,low,421,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,366,2_9_2011_pantiacolla_Glyphorynchus spirurus,Glyphorynchus spirurus,Glyphorynchus_spirurus,385,NA,385,421,Glyphorynchus spirurus,pantiacolla,NA,2,9,2011,2011-09-02,NA,2011-09-02,245,15.0925,4,
681,120703,P12,703,P120703,Glyphorynchus_spirurus,Glyphorynchus spirurus,Glyphorynchus_spirurus,Dendrocolaptidae,1,15.41370221,lowland_manu,canopy,low,421,1,1,0,1,0,0,0,0,0,0,1,0,1,Glyphorynchus_spirurus,1105,30_6_2012_pantiacolla_Glyphorynchus spirurus,Glyphorynchus spirurus,Glyphorynchus_spirurus,415,NA,415,421,Glyphorynchus spirurus,pantiacolla,NA,30,6,2012,2012-06-30,NA,2012-06-30,182,15.98333333,3,
208,121238,P12,1238,P121238,Glyphorynchus_spirurus,Glyphorynchus spirurus,Glyphorynchus_spirurus,Dendrocolaptidae,1,15.41370221,lowland_manu,canopy,low,421,1,1,0,1,0,0,0,0,0,0,1,0,0,Glyphorynchus_spirurus,1293,9_10_2012_pantiacolla_Glyphorynchus spirurus,Glyphorynchus spirurus,Glyphorynchus_spirurus,837,NA,837,421,Glyphorynchus spirurus,pantiacolla,NA,9,10,2012,2012-10-09,NA,2012-10-09,283,14.9575,4,
209,121245,P12,1245,P121245,Glyphorynchus_spirurus,Glyphorynchus spirurus,Glyphorynchus_spirurus,Dendrocolaptidae,1,15.41370221,lowland_manu,canopy,low,421,1,2,1,1,0,2,1,0,1,0,14,3,3,Glyphorynchus_spirurus,1295,9_10_2012_pantiacolla_Glyphorynchus spirurus,Glyphorynchus spirurus,Glyphorynchus_spirurus,837,NA,837,421,Glyphorynchus spirurus,pantiacolla,NA,9,10,2012,2012-10-09,NA,2012-10-09,283,14.9575,4,
216,121271,P12,1271,P121271,Glyphorynchus_spirurus,Glyphorynchus spirurus,Glyphorynchus_spirurus,Dendrocolaptidae,1,15.41370221,lowland_manu,canopy,low,421,1,1,0,1,0,0,0,0,0,0,19,0,0,Glyphorynchus_spirurus,1300,10_10_2012_pantiacolla_Glyphorynchus spirurus,Glyphorynchus spirurus,Glyphorynchus_spirurus,837,NA,837,421,Glyphorynchus spirurus,pantiacolla,NA,10,10,2012,2012-10-10,NA,2012-10-10,284,15.025,2,
219,121359,P12,1359,P121359,Glyphorynchus_spirurus,Glyphorynchus spirurus,Glyphorynchus_spirurus,Dendrocolaptidae,1,15.41370221,lowland_manu,canopy,low,421,1,2,1,1,0,17,4,10,3,0,24,1,23,Glyphorynchus_spirurus,1348,20_10_2012_pantiacolla_Glyphorynchus spirurus,Glyphorynchus spirurus,Glyphorynchus_spirurus,415,NA,415,421,Glyphorynchus spirurus,pantiacolla,NA,20,10,2012,2012-10-20,NA,2012-10-20,294,15.765,2,
286,130040,P13,40,P130040,Glyphorynchus_spirurus,Glyphorynchus spirurus,Glyphorynchus_spirurus,Dendrocolaptidae,1,15.41370221,lowland_manu,canopy,low,421,1,1,1,0,0,1,0,1,0,0,0,0,0,NA,5337,___pantiacolla_Glyphorynchus spirurus,NA,Glyphorynchus_spirurus,NA,NA,NA,421,Glyphorynchus spirurus,pantiacolla,NA,NA,NA,NA,NA,check date,NA,NA,NA,NA,
528,110200,P11,200,P110200,Gymnopithys_salvini,Oneillornis salvini,Oneillornis_salvini,Thamnophilidae,0,25.86508475,lowland_manu,ground,high,415,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,560,14_10_2011_pantiacolla_Gymnopithys salvini,Gymnopithys salvini,Oneillornis_salvini,438,NA,438,415,Gymnopithys salvini,pantiacolla,NA,14,10,2011,2011-10-14,NA,2011-10-14,287,26.8,1,
540,110256,P11,256,P110256,Gymnopithys_salvini,Oneillornis salvini,Oneillornis_salvini,Thamnophilidae,0,25.86508475,lowland_manu,ground,low,415,1,2,1,1,0,1,0,0,1,0,1,0,0,Oneillornis_salvini,575,18_10_2011_pantiacolla_Gymnopithys salvini,Gymnopithys salvini,Oneillornis_salvini,422,NA,422,415,Gymnopithys salvini,pantiacolla,NA,18,10,2011,2011-10-18,NA,2011-10-18,291,26.715,2,
548,110293,P11,293,P110293,Gymnopithys_salvini,Oneillornis salvini,Oneillornis_salvini,Thamnophilidae,0,25.86508475,lowland_manu,ground,med,415,1,1,0,1,0,0,0,0,0,0,1,0,0,Oneillornis_salvini,589,21_10_2011_pantiacolla_Gymnopithys salvini,Gymnopithys salvini,Oneillornis_salvini,398,NA,398,415,Gymnopithys salvini,pantiacolla,NA,21,10,2011,2011-10-21,NA,2011-10-21,294,25.7,1,
611,115950,P11,5950,P115950,Gymnopithys_salvini,Oneillornis salvini,Oneillornis_salvini,Thamnophilidae,0,25.86508475,lowland_manu,ground,low,415,1,1,0,1,0,0,0,0,0,0,1,0,1,Oneillornis_salvini,26,10_8_2011_pantiacolla_Gymnopithys salvini,Gymnopithys salvini,Oneillornis_salvini,397,NA,397,415,Gymnopithys salvini,pantiacolla,NA,10,8,2011,2011-08-10,NA,2011-08-10,222,24.825,2,
625,116005,P11,6005,P116005,Gymnopithys_salvini,Oneillornis salvini,Oneillornis_salvini,Thamnophilidae,0,25.86508475,lowland_manu,ground,med,415,1,2,1,1,0,2,1,0,1,0,12,0,0,Oneillornis_salvini,51,11_8_2011_pantiacolla_Gymnopithys salvini,Gymnopithys salvini,Oneillornis_salvini,397,NA,397,415,Gymnopithys salvini,pantiacolla,NA,11,8,2011,2011-08-11,NA,2011-08-11,223,26.44,1,
646,116079,P11,6079,P116079,Gymnopithys_salvini,Oneillornis salvini,Oneillornis_salvini,Thamnophilidae,0,25.86508475,lowland_manu,ground,low,415,1,1,0,1,0,0,0,0,0,0,25,0,0,Oneillornis_salvini,107,15_8_2011_pantiacolla_Gymnopithys salvini,Gymnopithys salvini,Oneillornis_salvini,415,NA,415,415,Gymnopithys salvini,pantiacolla,NA,15,8,2011,2011-08-15,NA,2011-08-15,227,23.37,1,
664,116150,P11,6150,P116150,Gymnopithys_salvini,Oneillornis salvini,Oneillornis_salvini,Thamnophilidae,0,25.86508475,lowland_manu,ground,low,415,1,2,1,1,0,3,0,2,1,0,12,0,0,Oneillornis_salvini,158,18_8_2011_pantiacolla_Gymnopithys salvini,Gymnopithys salvini,Oneillornis_salvini,600,NA,600,415,Gymnopithys salvini,pantiacolla,NA,18,8,2011,2011-08-18,NA,2011-08-18,230,25.35333333,3,
665,116151,P11,6151,P116151,Gymnopithys_salvini,Oneillornis salvini,Oneillornis_salvini,Thamnophilidae,0,25.86508475,lowland_manu,ground,med,415,1,2,1,1,0,3,0,1,1,0,2,0,0,Oneillornis_salvini,159,18_8_2011_pantiacolla_Gymnopithys salvini,Gymnopithys salvini,Oneillornis_salvini,600,NA,600,415,Gymnopithys salvini,pantiacolla,NA,18,8,2011,2011-08-18,NA,2011-08-18,230,25.35333333,3,
666,116152,P11,6152,P116152,Gymnopithys_salvini,Oneillornis salvini,Oneillornis_salvini,Thamnophilidae,0,25.86508475,lowland_manu,ground,high,415,1,2,1,1,0,1,0,1,0,0,10,0,2,Oneillornis_salvini,160,18_8_2011_pantiacolla_Gymnopithys salvini,Gymnopithys salvini,Oneillornis_salvini,600,NA,600,415,Gymnopithys salvini,pantiacolla,NA,18,8,2011,2011-08-18,NA,2011-08-18,230,25.35333333,3,
295,116215,P11,6215,P116215,Gymnopithys_salvini,Oneillornis salvini,Oneillornis_salvini,Thamnophilidae,0,25.86508475,lowland_manu,ground,high,415,1,1,0,1,0,0,0,0,0,0,4,0,0,Oneillornis_salvini,4224,18_8_2011_pantiacolla_Gymnopithys salvini,NA,Oneillornis_salvini,NA,NA,NA,415,Gymnopithys salvini,pantiacolla,NA,18,8,2011,2011-08-18,check date,2011-08-18,230,25.35333333,3,
674,116325,P11,6325,P116325,Gymnopithys_salvini,Oneillornis salvini,Oneillornis_salvini,Thamnophilidae,0,25.86508475,lowland_manu,ground,high,415,1,1,0,1,0,0,0,0,0,0,6,0,0,Oneillornis_salvini,289,29_8_2011_pantiacolla_Gymnopithys salvini,Gymnopithys salvini,Oneillornis_salvini,385,NA,385,415,Gymnopithys salvini,pantiacolla,NA,29,8,2011,2011-08-29,NA,2011-08-29,241,24.01,1,
691,120752,P12,752,P120752,Gymnopithys_salvini,Oneillornis salvini,Oneillornis_salvini,Thamnophilidae,0,25.86508475,lowland_manu,ground,low,415,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1119,2_7_2012_pantiacolla_Gymnopithys salvini,Gymnopithys salvini,Oneillornis_salvini,NA,NA,NA,415,Gymnopithys salvini,pantiacolla,NA,2,7,2012,2012-07-02,NA,2012-07-02,184,24.875,4,
