...1.x,species_taxonomy_SACC_2021.x,n.x,species,species_jetz,notes_taxonomy.x.x,WJSpecID,TipLabel,PatchClade,Hackett_FineClades,Hackett_CoarseClades,English,FileName,2010 IUCN Red List category,Taxo,BLFamilyLatin,BLFamilyEnglish,FamSequID,IOCOrder,PassNonPass,OscSubOsc,...1.y,species_taxonomy_SACC_2021.y,n.y,notes_taxonomy.x.y,missmatches,status,
533,Ramphotrigon megacephalum,17,Ramphotrigon megacephalum,Ramphotrigon megacephalum,NA,6182,Ramphotrigon_megacephalum,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Large-headed Flatbill,bow06182,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
534,Ramphotrigon ruficauda,20,Ramphotrigon ruficauda,Ramphotrigon ruficauda,NA,6184,Ramphotrigon_ruficauda,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Rufous-tailed Flatbill,bow06184,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
535,Rauenia bonariensis,8,Thraupis bonariensis,Thraupis bonariensis,REV_TAX,12943,Thraupis_bonariensis,P17P18,"Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Blue-and-yellow Tanager,bow12943,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
536,Rhegmatorhina melanosticta,48,Rhegmatorhina melanosticta,Rhegmatorhina melanosticta,NA,6604,Rhegmatorhina_melanosticta,Thamnophilidae,Antbirds,Antbirds,Hairy-crested Antbird,bow06604,LC,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
537,Rhynchocyclus fulvipectus,55,Rhynchocyclus fulvipectus,Rhynchocyclus fulvipectus,NA,5966,Rhynchocyclus_fulvipectus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Fulvous-breasted Flatbill,bow05966,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
538,Rhynchocyclus olivaceus,1,Rhynchocyclus olivaceus,Rhynchocyclus olivaceus,NA,5965,Rhynchocyclus_olivaceus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Olivaceous Flatbill,bow05965,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
539,Rhytipterna simplex,37,Rhytipterna simplex,Rhytipterna simplex,NA,6148,Rhytipterna_simplex,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Greyish Mourner,bow06148,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
540,Rupicola peruvianus,128,Rupicola peruvianus,Rupicola peruvianus,NA,6329,Rupicola_peruvianus,Cotingidae,Cotingas,Cotingas,Andean Cock-of-the-rock,bow06329,LC,BL3,Cotingidae,Cotingas,104,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
541,Rupornis magnirostris,9,Buteo magnirostris,Buteo magnirostris,REV_TAX,4807,Buteo_magnirostris,Accipitridae,"Hawks, Eagles, Secretarybird","Hawks, Eagles, Secretarybird",Roadside Hawk,bow04807,LC,BL3,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,NA,NA,include,
542,Saltator coerulescens,4,Saltator coerulescens,Saltator coerulescens,NA,13292,Saltator_coerulescens,P19,"Grosbeaks, Saltators, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Greyish Saltator,bow13292,LC,BL3,Cardinalidae,"Grosbeaks, saltators and allies",194,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
543,Saltator grossus,83,Saltator grossus,Saltator grossus,NA,13287,Saltator_grossus,P19,"Grosbeaks, Saltators, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Slate-coloured Grosbeak,bow13287,LC,BL3,Cardinalidae,"Grosbeaks, saltators and allies",194,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
544,Saltator maximus,93,Saltator maximus,Saltator maximus,NA,13290,Saltator_maximus,P19,"Grosbeaks, Saltators, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Buff-throated Saltator,bow13290,LC,BL3,Cardinalidae,"Grosbeaks, saltators and allies",194,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
545,Sayornis nigricans,46,Sayornis nigricans,Sayornis nigricans,NA,6054,Sayornis_nigricans,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Black Phoebe,bow06054,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
546,Schiffornis turdina,43,Schiffornis turdina,Schiffornis turdina,NA,6225,Schiffornis_turdina,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Thrush-like Schiffornis,bow06225,LC,BL3,Cotingidae,Cotingas,104,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
547,Schistes geoffroyi,61,Schistes geoffroyi,Schistes geoffroyi,NA,2772,Schistes_geoffroyi,Trochilidae,Hummingbirds,Hummingbirds,Wedge-billed Hummingbird,bow02772,LC,BL3,Trochilidae,Hummingbirds,79,APODIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,NA,NA,include,
548,Sciaphylax hemimelaena,338,Myrmeciza hemimelaena,Myrmeciza hemimelaena,REV_TAX,6588,Myrmeciza_hemimelaena,Thamnophilidae,Antbirds,Antbirds,Chestnut-tailed Antbird,bow06588,LC,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
549,Sclateria naevia,5,Sclateria naevia,Sclateria naevia,NA,6569,Sclateria_naevia,Thamnophilidae,Antbirds,Antbirds,Silvered Antbird,bow06569,LC,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
550,Sclerurus albigularis,2,Sclerurus albigularis,Sclerurus albigularis,NA,6873,Sclerurus_albigularis,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Grey-throated Leaftosser,bow06873,LC,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
551,Sclerurus caudacutus,45,Sclerurus caudacutus,Sclerurus caudacutus,NA,6874,Sclerurus_caudacutus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Black-tailed Leaftosser,bow06874,LC,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
552,Sclerurus obscurior,15,Sclerurus mexicanus,Sclerurus mexicanus,REV_TAX,6871,Sclerurus_mexicanus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Tawny-throated Leaftosser,bow06871,LC,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
553,Scytalopus atratus,344,Scytalopus atratus,Scytalopus atratus,NA,7070,Scytalopus_atratus,Rhinocryptidae,Tapaculos,"Antpittas, Tapaculos",White-crowned Tapaculo,bow07070,LC,BL3,Rhinocryptidae,Tapaculos,108,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
554,Scytalopus parvirostris,516,Scytalopus parvirostris,Scytalopus parvirostris,NA,7064,Scytalopus_parvirostris,Rhinocryptidae,Tapaculos,"Antpittas, Tapaculos",Trilling Tapaculo,bow07064,LC,BL3,Rhinocryptidae,Tapaculos,108,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
555,Scytalopus schulenbergi,3,Scytalopus schulenbergi,Scytalopus schulenbergi,NA,7094,Scytalopus_schulenbergi,Rhinocryptidae,Tapaculos,"Antpittas, Tapaculos",Diademed Tapaculo,bow07094,LC,BL3,Rhinocryptidae,Tapaculos,108,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
556,Selenidera reinwardtii,48,Selenidera reinwardtii,Selenidera reinwardtii,NA,1201,Selenidera_reinwardtii,Ramphastidae,"Toucans, Barbets","Woodpeckers, Honeyguides, Toucans, Barbets",Golden-collared Toucanet,bow01201,LC,BL3,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,NA,NA,include,
557,Serpophaga cinerea,36,Serpophaga cinerea,Serpophaga cinerea,NA,5899,Serpophaga_cinerea,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Torrent Tyrannulet,bow05899,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
558,Serpophaga hypoleuca,1,Serpophaga hypoleuca,Serpophaga hypoleuca,NA,5901,Serpophaga_hypoleuca,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",River Tyrannulet,bow05901,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
559,Setophaga pitiayumi,152,Parula pitiayumi,Parula pitiayumi,REV_TAX,12680,Parula_pitiayumi,P20a,New World Warblers,"New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies",Tropical Parula,bow12680,LC,BL3,Parulidae,New World warblers,171,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
560,Sittasomus griseicapillus,18,Sittasomus griseicapillus,Sittasomus griseicapillus,NA,6900,Sittasomus_griseicapillus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Olivaceous Woodcreeper,bow06900,LC,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
561,Sphenopsis melanotis,255,Hemispingus melanotis,Hemispingus melanotis,REV_TAX,12853,Hemispingus_melanotis,P13P14P16,"Tanagers II, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Black-eared Hemispingus,bow12853,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
562,Sphenopsis frontalis,9,Hemispingus frontalis,Hemispingus frontalis,REV_TAX,12852,Hemispingus_frontalis,P13P14P16,"Tanagers II, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Oleaginous Hemispingus,bow12852,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
563,Spinus magellanicus,39,Carduelis magellanica,Carduelis magellanica,REV_TAX,12324,Carduelis_magellanica,P10,"Finches, Allies","Finches, Allies",Hooded Siskin,bow12324,LC,BL3,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
563,Spinus magellanicus,39,Sporagra magellanica,Carduelis magellanica,REV_TAX,12324,Carduelis_magellanica,P10,"Finches, Allies","Finches, Allies",Hooded Siskin,bow12324,LC,BL3,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
563,Spinus magellanicus,39,Sporagra magellanica,Carduelis magellanica,REV_TAX,12324,Carduelis_magellanica,P10,"Finches, Allies","Finches, Allies",Hooded Siskin,bow12324,LC,BL3,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,PASSERIFORMES,Passeri,563,Spinus magellanicus,39,REV_TAX,TRUE,include,
563,Spinus magellanicus,39,Carduelis magellanica,Carduelis magellanica,REV_TAX,12324,Carduelis_magellanica,P10,"Finches, Allies","Finches, Allies",Hooded Siskin,bow12324,LC,BL3,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
563,Spinus magellanicus,39,Sporagra magellanica,Carduelis magellanica,REV_TAX,12324,Carduelis_magellanica,P10,"Finches, Allies","Finches, Allies",Hooded Siskin,bow12324,LC,BL3,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,PASSERIFORMES,Passeri,563,Spinus magellanicus,39,REV_TAX,TRUE,include,
563,Spinus magellanicus,39,Sporagra magellanica,Carduelis magellanica,REV_TAX,12324,Carduelis_magellanica,P10,"Finches, Allies","Finches, Allies",Hooded Siskin,bow12324,LC,BL3,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,PASSERIFORMES,Passeri,563,Spinus magellanicus,39,REV_TAX,TRUE,include,
564,Spinus olivaceus,6,Carduelis olivacea,Carduelis olivacea,REV_TAX,12326,Carduelis_olivacea,P10,"Finches, Allies","Finches, Allies",Olivaceous Siskin,bow12326,LC,BL3,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
564,Spinus olivaceus,6,Sporagra olivacea,Carduelis olivacea,REV_TAX,12326,Carduelis_olivacea,P10,"Finches, Allies","Finches, Allies",Olivaceous Siskin,bow12326,LC,BL3,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
564,Spinus olivaceus,6,Sporagra olivacea,Carduelis olivacea,REV_TAX,12326,Carduelis_olivacea,P10,"Finches, Allies","Finches, Allies",Olivaceous Siskin,bow12326,LC,BL3,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,6,REV_TAX,TRUE,include,
564,Spinus olivaceus,6,Carduelis olivacea,Carduelis olivacea,REV_TAX,12326,Carduelis_olivacea,P10,"Finches, Allies","Finches, Allies",Olivaceous Siskin,bow12326,LC,BL3,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
564,Spinus olivaceus,6,Sporagra olivacea,Carduelis olivacea,REV_TAX,12326,Carduelis_olivacea,P10,"Finches, Allies","Finches, Allies",Olivaceous Siskin,bow12326,LC,BL3,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,6,REV_TAX,TRUE,include,
564,Spinus olivaceus,6,Sporagra olivacea,Carduelis olivacea,REV_TAX,12326,Carduelis_olivacea,P10,"Finches, Allies","Finches, Allies",Olivaceous Siskin,bow12326,LC,BL3,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,6,REV_TAX,TRUE,include,
565,Spizaetus isidori,1,Spizaetus isidori,Spizaetus isidori,NA,4894,Spizaetus_isidori,Accipitridae,"Hawks, Eagles, Secretarybird","Hawks, Eagles, Secretarybird",Black-and-chestnut Eagle,bow04894,VU,BL3,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,NA,NA,include,
566,Spoophila angolensis,13,Oryzoborus angolensis,Oryzoborus angolensis,REV_TAX,13208,Oryzoborus_angolensis,P13P14P16,"Tanagers II, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Lesser Seed-finch,bow13208,LC,BL3,Emberizidae,"Buntings, American sparrows and allies",192,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
567,Sporathraupis cyanocephala,235,Thraupis cyanocephala,Thraupis cyanocephala,REV_TAX,12942,Thraupis_cyanocephala,P17P18,"Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Blue-capped Tanager,bow12942,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
568,Sporophila bouvronides,1,Sporophila bouvronides,Sporophila bouvronides,NA,13173,Sporophila_bouvronides,P13P14P16,"Tanagers II, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Lesson's Seedeater,bow13173,LC,BL3,Emberizidae,"Buntings, American sparrows and allies",192,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
569,Sporophila caerulescens,10,Sporophila caerulescens,Sporophila caerulescens,NA,13180,Sporophila_caerulescens,P13P14P16,"Tanagers II, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Double-collared Seedeater,bow13180,LC,BL3,Emberizidae,"Buntings, American sparrows and allies",192,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
570,Sporophila castaneiventris,26,Sporophila castaneiventris,Sporophila castaneiventris,NA,13195,Sporophila_castaneiventris,P13P14P16,"Tanagers II, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Chestnut-bellied Seedeater,bow13195,LC,BL3,Emberizidae,"Buntings, American sparrows and allies",192,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
571,Sporophila luctuosa,7,Sporophila luctuosa,Sporophila luctuosa,NA,13177,Sporophila_luctuosa,P13P14P16,"Tanagers II, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Black-and-white Seedeater,bow13177,LC,BL3,Emberizidae,"Buntings, American sparrows and allies",192,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
572,Sporophila nigricollis,4,Sporophila nigricollis,Sporophila nigricollis,NA,13178,Sporophila_nigricollis,P13P14P16,"Tanagers II, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Yellow-bellied Seedeater,bow13178,LC,BL3,Emberizidae,"Buntings, American sparrows and allies",192,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
573,Sporophila schistacea,24,Sporophila schistacea,Sporophila schistacea,NA,13162,Sporophila_schistacea,P13P14P16,"Tanagers II, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Slate-coloured Seedeater,bow13162,LC,BL3,Emberizidae,"Buntings, American sparrows and allies",192,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
574,Stelgidopteryx ruficollis,7,Stelgidopteryx ruficollis,Stelgidopteryx ruficollis,NA,10043,Stelgidopteryx_ruficollis,S6,"Swallows, Martins","Swallows, Martins",Southern Rough-winged Swallow,bow10043,LC,BL3,Hirundinidae,Swallows and martins,156,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
575,Stilpnia cyanicollis,51,Tangara cyanicollis,Tangara cyanicollis,REV_TAX,13042,Tangara_cyanicollis,P17P18,"Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Blue-necked Tanager,bow13042,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
576,Stilpnia nigrocincta,1,Tangara nigrocincta,Tangara nigrocincta,REV_TAX,13044,Tangara_nigrocincta,P17P18,"Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Masked Tanager,bow13044,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
577,Streptoprocne rutila,51,Streptoprocne rutila,Streptoprocne rutila,NA,2339,Streptoprocne_rutila,Apodidae,"Swifts, Treeswifts","Swifts, Treeswifts",Chestnut-collared Swift,bow02339,LC,BL3,Apodidae,Swifts,77,APODIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,NA,NA,include,
578,Streptoprocne zonaris,21,Streptoprocne zonaris,Streptoprocne zonaris,NA,2340,Streptoprocne_zonaris,Apodidae,"Swifts, Treeswifts","Swifts, Treeswifts",White-collared Swift,bow02340,LC,BL3,Apodidae,Swifts,77,APODIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,NA,NA,include,
579,Sublegatus modestus,1,Sublegatus modestus,Sublegatus modestus,NA,5859,Sublegatus_modestus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Southern Scrub-flycatcher,bow05859,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
580,Synallaxis albigularis,9,Synallaxis albigularis,Synallaxis albigularis,NA,6706,Synallaxis_albigularis,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Dark-breasted Spinetail,bow06706,LC,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
581,Synallaxis azarae,714,Synallaxis azarae,Synallaxis azarae,NA,6697,Synallaxis_azarae,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Azara's Spinetail,bow06697,LC,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
582,Synallaxis cabanisi,25,Synallaxis cabanisi,Synallaxis cabanisi,NA,6710,Synallaxis_cabanisi,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Cabanis's Spinetail,bow06710,LC,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
583,Synallaxis gujanensis,8,Synallaxis gujanensis,Synallaxis gujanensis,NA,6717,Synallaxis_gujanensis,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Plain-crowned Spinetail,bow06717,LC,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
584,Syndactyla rufosuperciliata,65,Syndactyla rufosuperciliata,Syndactyla rufosuperciliata,NA,6832,Syndactyla_rufosuperciliata,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Buff-browed Foliage-gleaner,bow06832,LC,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
585,Syndactyla ucayalae,37,Simoxenops ucayalae,Simoxenops ucayalae,REV_TAX,6851,Simoxenops_ucayalae,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Peruvian Recurvebill,bow06851,NT,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
586,Syrtidicola fluviatilis,2,Muscisaxicola fluviatilis,Muscisaxicola fluviatilis,REV_TAX,6099,Muscisaxicola_fluviatilis,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Little Ground-tyrant,bow06099,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
587,Tachornis squamata,10,Tachornis squamata,Tachornis squamata,NA,2414,Tachornis_squamata,Apodidae,"Swifts, Treeswifts","Swifts, Treeswifts",Fork-tailed Palm-swift,bow02414,LC,BL3,Apodidae,Swifts,77,APODIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,NA,NA,include,
588,Tachycineta albiventer,1,Tachycineta albiventer,Tachycineta albiventer,NA,9996,Tachycineta_albiventer,S6,"Swallows, Martins","Swallows, Martins",White-winged Swallow,bow09996,LC,BL3,Hirundinidae,Swallows and martins,156,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
589,Talaphorus chlorocercus,3,Leucippus chlorocercus,Leucippus chlorocercus,REV_TAX,2611,Leucippus_chlorocercus,Trochilidae,Hummingbirds,Hummingbirds,Olive-spotted Hummingbird,bow02611,LC,BL3,Trochilidae,Hummingbirds,79,APODIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,NA,NA,include,
590,Tangara arthus,118,Tangara arthus,Tangara arthus,NA,13020,Tangara_arthus,P17P18,"Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Golden Tanager,bow13020,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
591,Tangara callophrys,1,Tangara callophrys,Tangara callophrys,NA,13056,Tangara_callophrys,P17P18,"Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Opal-crowned Tanager,bow13056,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
592,Tangara chilensis,243,Tangara chilensis,Tangara chilensis,NA,13010,Tangara_chilensis,P17P18,"Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Paradise Tanager,bow13010,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
