...1.x,species_taxonomy_SACC_2021.x,n.x,species,species_jetz,notes_taxonomy.x.x,WJSpecID,TipLabel,PatchClade,Hackett_FineClades,Hackett_CoarseClades,English,FileName,2010 IUCN Red List category,Taxo,BLFamilyLatin,BLFamilyEnglish,FamSequID,IOCOrder,PassNonPass,OscSubOsc,...1.y,species_taxonomy_SACC_2021.y,n.y,notes_taxonomy.x.y,missmatches,status,
462,Pheugopedius genibarbis,163,Pheugopedius genibarbis,Thryothorus genibarbis,NA,9724,Thryothorus_genibarbis,M1,"Wrens, Gnatcatchers, Nuthatches, Wallcreeper, Treecreepers","Wrens, Gnatcatchers, Nuthatches, Wallcreeper, Treecreepers",Moustached Wren,bow09724,LC,BL3,Troglodytidae,Wrens,162,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,assigned
463,Philydor erythrocercum,19,Philydor erythrocercum,Philydor erythrocercum,NA,6843,Philydor_erythrocercum,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Rufous-rumped Foliage-gleaner,bow06843,LC,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
464,Philydor pyrrhodes,1,Philydor pyrrhodes,Philydor pyrrhodes,NA,6838,Philydor_pyrrhodes,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Cinnamon-rumped Foliage-gleaner,bow06838,LC,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
465,Phlegopsis nigromaculata,100,Phlegopsis nigromaculata,Phlegopsis nigromaculata,NA,6614,Phlegopsis_nigromaculata,Thamnophilidae,Antbirds,Antbirds,Black-spotted Bare-eye,bow06614,LC,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
466,Phlogophilus harterti,238,Phlogophilus harterti,Phlogophilus harterti,NA,2668,Phlogophilus_harterti,Trochilidae,Hummingbirds,Hummingbirds,Peruvian Piedtail,bow02668,NT,BL3,Trochilidae,Hummingbirds,79,APODIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,NA,NA,include,
467,Phyllomyias burmeisteri,1,Phyllomyias burmeisteri,Phyllomyias burmeisteri,NA,5822,Phyllomyias_burmeisteri,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Rough-legged Tyrannulet,bow05822,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
468,Phyllomyias cinereiceps,16,Phyllomyias cinereiceps,Phyllomyias cinereiceps,NA,5832,Phyllomyias_cinereiceps,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Ashy-headed Tyrannulet,bow05832,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
469,Phyllomyias plumbeiceps,1,Phyllomyias plumbeiceps,Phyllomyias plumbeiceps,NA,5830,Phyllomyias_plumbeiceps,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Plumbeous-crowned Tyrannulet,bow05830,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
470,Phyllomyias uropygialis,3,Phyllomyias uropygialis,Phyllomyias uropygialis,NA,5833,Phyllomyias_uropygialis,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Tawny-rumped Tyrannulet,bow05833,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
471,Phylloscartes ophthalmicus,131,Pogonotriccus ophthalmicus,Phylloscartes ophthalmicus,NA,5928,Phylloscartes_ophthalmicus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Marble-faced Bristle-tyrant,bow05928,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,assigned
472,Phylloscartes orbitalis,3,Pogonotriccus orbitalis,Phylloscartes orbitalis,NA,5931,Phylloscartes_orbitalis,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Spectacled Bristle-tyrant,bow05931,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,assigned
473,Phylloscartes parkeri,18,Phylloscartes parkeri,Phylloscartes parkeri,NA,19511,Phylloscartes_parkeri,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Cinnamon-faced Tyrannulet,bow19511,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
474,Phylloscartes poecilotis,5,Pogonotriccus poecilotis,Phylloscartes poecilotis,NA,5932,Phylloscartes_poecilotis,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Variegated Bristle-tyrant,bow05932,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,assigned
475,Phylloscartes ventralis,20,Phylloscartes ventralis,Phylloscartes ventralis,NA,5943,Phylloscartes_ventralis,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Mottle-cheeked Tyrannulet,bow05943,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
476,Piaya cayana,51,Piaya cayana,Piaya cayana,NA,1867,Piaya_cayana,Cuculidae,Cuckoos,Cuckoos,Squirrel Cuckoo,bow01867,LC,BL3,Cuculidae,Cuckoos,67,CUCULIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,NA,NA,include,
477,Piculus leucolaemus,1,Piculus leucolaemus,Piculus leucolaemus,NA,988,Piculus_leucolaemus,Picidae,Woodpeckers,"Woodpeckers, Honeyguides, Toucans, Barbets",White-throated Woodpecker,bow00988,LC,BL3,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,NA,NA,include,
478,Picumnus aurifrons,1,Picumnus aurifrons,Picumnus aurifrons,NA,847,Picumnus_aurifrons,Picidae,Woodpeckers,"Woodpeckers, Honeyguides, Toucans, Barbets",Bar-breasted Piculet,bow00847,LC,BL3,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,NA,NA,include,
479,Picumnus rufiventris,24,Picumnus rufiventris,Picumnus rufiventris,NA,863,Picumnus_rufiventris,Picidae,Woodpeckers,"Woodpeckers, Honeyguides, Toucans, Barbets",Rufous-breasted Piculet,bow00863,LC,BL3,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,NA,NA,include,
480,Picumnus subtilus,1,Picumnus subtilus,Picumnus subtilis,NA,869,Picumnus_subtilis,Picidae,Woodpeckers,"Woodpeckers, Honeyguides, Toucans, Barbets",Fine-barred Piculet,bow00869,LC,BL3,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,NA,NA,include,assigned
481,Pionites leucogaster,8,Pionites leucogaster,Pionites leucogaster,NA,2258,Pionites_leucogaster,Psittacidae2,Parrots,Parrots,White-bellied Parrot,bow02258,LC,BL3,Psittacidae,Parrots,68,PSITTACIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,NA,NA,include,
482,Pionus menstruus,95,Pionus menstruus,Pionus menstruus,NA,2272,Pionus_menstruus,Psittacidae2,Parrots,Parrots,Blue-headed Parrot,bow02272,LC,BL3,Psittacidae,Parrots,68,PSITTACIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,NA,NA,include,
483,Pionus tumultuosus,31,Pionus tumultuosus,Pionus tumultuosus,NA,2275,Pionus_tumultuosus,Psittacidae2,Parrots,Parrots,Speckle-faced Parrot,bow02275,LC,BL3,Psittacidae,Parrots,68,PSITTACIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,NA,NA,include,
484,Pipile cumanensis,5,Pipile cumanensis,Pipile cumanensis,NA,166,Pipile_cumanensis,Cracidae,"Curassows, Chacalacas, Guans","Curassows, Chacalacas, Guans",Blue-throated Piping-guan,bow00166,LC,BL3,Cracidae,Guans and curassows,8,GALLIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,NA,NA,include,
485,Pipra fasciicauda,412,Pipra fasciicauda,Pipra fasciicauda,NA,6337,Pipra_fasciicauda,Pipridae,Manakins,Manakins,Band-tailed Manakin,bow06337,LC,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
486,Pipraeidea melanonota,18,Pipraeidea melanonota,Pipraeidea melanonota,NA,12969,Pipraeidea_melanonota,P17P18,"Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Fawn-breasted Tanager,bow12969,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
487,Pipreola arcuata,320,Pipreola arcuata,Pipreola arcuata,NA,6274,Pipreola_arcuata,Cotingidae,Cotingas,Cotingas,Barred Fruiteater,bow06274,LC,BL3,Cotingidae,Cotingas,104,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
488,Pipreola frontalis,2,Pipreola frontalis,Pipreola frontalis,NA,6280,Pipreola_frontalis,Cotingidae,Cotingas,Cotingas,Scarlet-breasted Fruiteater,bow06280,LC,BL3,Cotingidae,Cotingas,104,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
489,Pipreola intermedia,180,Pipreola intermedia,Pipreola intermedia,NA,6273,Pipreola_intermedia,Cotingidae,Cotingas,Cotingas,Band-tailed Fruiteater,bow06273,LC,BL3,Cotingidae,Cotingas,104,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
490,Pipreola pulchra,1,Pipreola pulchra,Pipreola pulchra,NA,6278,Pipreola_pulchra,Cotingidae,Cotingas,Cotingas,Masked Fruiteater,bow06278,LC,BL3,Cotingidae,Cotingas,104,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
491,Piprites chloris,15,Piprites chloris,Piprites chloris,NA,6391,Piprites_chloris,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Wing-barred Piprites,bow06391,LC,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
492,Piranga flava,4,Piranga flava,Piranga flava,NA,12908,Piranga_flava,P12,"Cardinals, Allies","Cardinals, Allies",Hepatic Tanager,bow12908,LC,BL3,Cardinalidae,"Grosbeaks, saltators and allies",194,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
493,Piranga leucoptera,7,Piranga leucoptera,Piranga leucoptera,NA,12917,Piranga_leucoptera,P12,"Cardinals, Allies","Cardinals, Allies",White-winged Tanager,bow12917,LC,BL3,Cardinalidae,"Grosbeaks, saltators and allies",194,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
494,Piranga olivacea,1,Piranga olivacea,Piranga olivacea,NA,12915,Piranga_olivacea,P12,"Cardinals, Allies","Cardinals, Allies",Scarlet Tanager,bow12915,LC,BL3,Cardinalidae,"Grosbeaks, saltators and allies",194,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
495,Pitangus sulphuratus,1,Pitangus sulphuratus,Pitangus sulphuratus,NA,6219,Pitangus_sulphuratus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Great Kiskadee,bow06219,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
496,Platyrinchus coronatus,29,Platyrinchus coronatus,Platyrinchus coronatus,NA,5976,Platyrinchus_coronatus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Golden-crowned Spadebill,bow05976,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
497,Platyrinchus mystaceus,36,Platyrinchus mystaceus,Platyrinchus mystaceus,NA,5975,Platyrinchus_mystaceus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",White-throated Spadebill,bow05975,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
498,Platyrinchus platyrhynchos,26,Platyrinchus platyrhynchos,Platyrinchus platyrhynchos,NA,5978,Platyrinchus_platyrhynchos,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",White-crested Spadebill,bow05978,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
499,Poecilotriccus albifacies,4,Poecilotriccus albifacies,Poecilotriccus albifacies,NA,5776,Poecilotriccus_albifacies,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",White-cheeked Tody-flycatcher,bow05776,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
